,vote_average,revenue
448,5.7,11146270.0
449,6.6,270248367.0
450,6.0,153698625.0
451,7.6,0.0
452,7.2,368875760.0
453,5.9,18635620.0
454,5.4,30.0
455,4.5,0.0
456,3.9,0.0
457,5.2,0.0
458,5.6,22886222.0
459,6.1,74189677.0
460,6.4,0.0
461,6.2,133752825.0
462,4.7,0.0
463,6.1,0.0
464,6.7,0.0
465,4.6,0.0
466,7.1,0.0
467,5.7,0.0
468,4.7,28881266.0
469,6.8,176997168.0
470,7.6,65796862.0
471,3.9,8880705.0
472,6.9,0.0
473,4.6,0.0
474,6.4,12136938.0
475,7.6,920100000.0
476,6.5,2395231.0
477,6.1,418961.0
478,6.4,0.0
479,6.1,0.0
480,6.1,137298489.0
481,5.1,0.0
482,5.7,0.0
483,6.6,1499795.0
484,5.3,0.0
485,5.9,46405336.0
486,6.2,24760338.0
487,7.1,11285588.0
488,7.2,27900000.0
489,5.8,121969216.0
490,6.5,0.0
491,7.0,0.0
492,7.2,0.0
493,5.9,0.0
494,5.5,0.0
495,7.0,441286195.0
496,7.5,0.0
497,4.8,15826984.0
498,4.8,0.0
499,6.1,15340000.0
500,4.8,0.0
501,6.7,0.0
502,7.2,135130999.0
503,7.6,206678440.0
504,7.1,116700000.0
505,6.9,27515786.0
506,6.0,23042200.0
507,5.6,8638072.0
508,5.8,0.0
509,6.7,11439193.0
510,7.5,23237911.0
511,5.9,24332324.0
512,5.8,107198790.0
513,5.5,0.0
514,4.2,10696210.0
515,6.4,35739755.0
516,5.7,3275585.0
517,6.6,0.0
518,5.6,1001437.0
519,7.2,22750363.0
520,4.0,0.0
521,6.2,0.0
522,8.3,321365567.0
523,5.3,0.0
524,7.3,7266383.0
525,5.9,0.0
526,7.1,0.0
527,6.4,7820688.0
528,5.4,48063435.0
529,6.8,0.0
530,6.9,6110979.0
531,5.7,0.0
532,5.2,7770731.0
533,6.5,0.0
534,6.5,227799884.0
535,4.9,116300000.0
536,7.9,33139618.0
537,5.6,36448200.0
538,6.1,11585483.0
539,5.4,0.0
540,4.0,0.0
541,4.0,20915465.0
542,6.1,7690013.0
543,5.0,16478900.0
544,7.4,0.0
545,6.3,0.0
546,7.6,75634409.0
547,6.2,53898845.0
548,7.4,56505065.0
549,5.5,0.0
550,7.5,12281551.0
551,7.3,0.0
552,6.2,13670688.0
553,6.0,0.0
554,0.0,0.0
555,3.0,0.0
556,6.9,0.0
557,6.3,0.0
558,4.7,1596687.0
559,6.4,0.0
560,4.0,0.0
561,6.8,0.0
562,5.1,0.0
563,6.0,0.0
564,6.2,0.0
565,0.0,0.0
566,0.0,0.0
567,7.2,0.0
568,5.3,0.0
569,6.3,67308282.0
570,0.0,0.0
571,5.0,0.0
572,5.0,0.0
573,4.4,3021629.0
574,7.0,0.0
575,6.8,0.0
576,6.9,0.0
577,6.0,0.0
578,5.9,0.0
579,7.1,476684675.0
580,6.9,505000000.0
581,7.4,504050219.0
582,7.7,520000000.0
583,7.6,424208848.0
584,6.3,0.0
585,7.0,411348924.0
586,8.1,272742922.0
587,6.9,184925486.0
588,7.5,377350553.0
589,6.9,84300000.0
590,7.0,463000000.0
591,6.0,0.0
592,7.7,638641.0
593,5.5,0.0
594,6.5,0.0
595,7.0,0.0
596,6.1,0.0
597,6.1,97529550.0
598,5.0,13940383.0
599,5.0,0.0
600,7.7,60611975.0
601,6.0,32709423.0
602,6.3,0.0
603,4.9,16675000.0
604,4.6,0.0
605,7.1,0.0
606,4.0,0.0
607,7.1,0.0
608,7.1,55675257.0
609,6.9,0.0
610,5.1,0.0
611,3.6,0.0
612,7.5,0.0
613,6.4,0.0
614,5.0,0.0
615,4.7,0.0
616,7.4,0.0
617,5.7,0.0
618,6.5,442965.0
619,7.4,102616183.0
620,6.0,0.0
621,5.4,0.0
622,5.0,8620678.0
623,7.0,0.0
624,6.6,0.0
625,3.6,0.0
626,5.6,0.0
627,3.0,0.0
628,5.5,0.0
629,5.1,218626.0
630,5.7,4939939.0
631,5.4,0.0
632,6.0,0.0
633,5.0,0.0
634,4.0,0.0
635,0.0,65335.0
636,7.1,0.0
637,6.2,100860818.0
638,6.7,457696359.0
639,7.7,0.0
640,6.2,0.0
641,5.3,0.0
642,6.2,0.0
643,6.4,115267375.0
644,0.0,0.0
645,0.0,0.0
646,5.4,0.0
647,6.0,0.0
648,0.0,0.0
649,7.3,0.0
650,5.3,0.0
651,6.2,28921264.0
652,6.1,0.0
653,5.9,0.0
654,4.8,9789900.0
655,7.5,0.0
656,6.1,0.0
657,5.2,684351.0
658,7.9,536364.0
659,8.2,16000.0
660,7.0,0.0
661,0.0,0.0
662,6.5,250200000.0
663,5.7,2500000.0
664,8.0,0.0
665,5.5,0.0
666,7.5,0.0
667,8.0,0.0
668,6.8,0.0
669,6.8,0.0
670,7.5,0.0
671,0.0,0.0
672,5.8,0.0
673,6.2,0.0
674,8.0,0.0
675,4.7,0.0
676,5.0,0.0
677,5.5,10070000.0
678,3.9,0.0
679,6.5,0.0
680,5.8,0.0
681,5.1,0.0
682,7.4,0.0
683,5.5,0.0
684,3.3,62949.0
685,0.0,0.0
686,6.8,0.0
687,6.7,0.0
688,7.1,0.0
689,5.3,0.0
690,5.3,57400547.0
691,7.1,0.0
692,5.1,0.0
693,6.2,0.0
694,5.7,0.0
695,6.5,74151346.0
696,4.9,0.0
697,5.3,20080020.0
698,6.0,0.0
699,4.4,0.0
700,7.2,0.0
701,6.7,15000000.0
702,6.6,0.0
703,5.5,0.0
704,7.1,0.0
705,5.5,0.0
706,10.0,0.0
707,0.0,0.0
708,6.3,24769466.0
709,5.1,0.0
710,5.6,5.0
711,0.0,0.0
712,7.0,0.0
713,7.7,0.0
714,5.0,0.0
715,5.5,3014000.0
716,6.9,335062621.0
717,5.5,0.0
718,7.0,0.0
719,6.1,494471524.0
720,3.9,3793614.0
721,5.0,0.0
722,0.0,0.0
723,7.8,2287714.0
724,5.5,0.0
725,4.9,0.0
726,0.0,0.0
727,7.5,0.0
728,6.6,0.0
729,4.2,0.0
730,6.1,14048372.0
731,0.0,0.0
732,8.0,9440272.0
733,7.8,0.0
734,0.0,0.0
735,7.2,0.0
736,5.8,0.0
737,7.0,0.0
738,10.0,0.0
739,7.1,0.0
740,8.0,0.0
741,0.0,0.0
742,7.4,0.0
743,4.7,17300889.0
744,4.4,113309743.0
745,5.7,0.0
746,7.7,0.0
747,5.9,58620973.0
748,6.1,1814290.0
749,6.1,0.0
750,0.0,0.0
751,6.5,0.0
752,5.0,0.0
753,7.3,0.0
754,5.0,0.0
755,5.5,0.0
756,0.0,0.0
757,6.3,0.0
758,7.8,16491080.0
759,3.9,0.0
760,6.7,816969268.0
761,6.6,0.0
762,5.7,18626419.0
763,6.8,100138851.0
764,5.7,102825796.0
765,6.7,25023434.0
766,5.6,242295562.0
767,6.7,0.0
768,5.4,128769345.0
769,6.8,0.0
770,7.2,65352.0
771,0.0,0.0
772,8.0,0.0
773,7.0,0.0
774,5.1,0.0
775,6.3,0.0
776,0.0,0.0
777,5.8,159212469.0
778,6.7,29359216.0
779,6.9,13269963.0
780,5.7,0.0
781,6.2,152036382.0
782,6.6,0.0
783,5.7,9482579.0
784,7.0,152266007.0
785,6.2,665450.0
786,6.5,0.0
787,5.2,0.0
788,5.2,17193231.0
789,3.6,0.0
790,6.0,0.0
791,5.4,0.0
792,6.0,0.0
793,4.0,0.0
794,7.0,0.0
795,5.8,0.0
796,6.0,0.0
797,7.4,0.0
798,6.5,0.0
799,6.5,0.0
800,6.3,0.0
801,5.2,0.0
802,4.0,0.0
803,6.5,0.0
804,5.0,0.0
805,5.0,4619014.0
806,6.5,116400000.0
807,7.2,0.0
808,6.4,309492681.0
809,5.4,21302121.0
810,5.4,0.0
811,6.3,258263.0
812,5.3,60209334.0
813,6.9,33459416.0
814,6.7,22231658.0
815,5.2,17917287.0
816,5.0,0.0
817,7.5,0.0
818,5.0,5600000.0
819,7.0,0.0
820,0.0,0.0
821,7.0,0.0
822,7.5,0.0
823,5.0,0.0
824,6.8,12643776.0
825,5.6,42277365.0
826,6.8,0.0
827,6.6,3011195.0
828,5.9,53854588.0
829,6.0,300000.0
830,6.4,0.0
831,6.0,0.0
832,6.0,0.0
833,5.0,0.0
834,8.5,245066411.0
835,6.1,0.0
836,6.7,20483423.0
837,6.3,431326.0
838,0.0,0.0
839,6.4,0.0
840,6.9,7011317.0
841,4.9,0.0
842,6.1,0.0
843,6.1,0.0
844,4.7,0.0
845,4.0,0.0
846,7.3,0.0
847,4.0,0.0
848,6.3,0.0
849,0.0,0.0
850,5.8,0.0
851,5.2,0.0
852,7.7,0.0
853,5.8,33956608.0
854,4.6,49627779.0
855,5.3,0.0
856,6.6,0.0
857,5.0,0.0
858,5.4,0.0
859,5.4,22611954.0
860,6.8,0.0
861,6.1,0.0
862,5.0,0.0
863,0.0,0.0
864,5.0,15116634.0
865,7.0,0.0
866,7.1,0.0
867,6.3,0.0
868,7.5,0.0
869,7.4,0.0
870,6.1,0.0
871,7.7,0.0
872,7.9,7200000.0
873,6.9,4500000.0
874,7.0,0.0
875,7.6,9500000.0
876,8.0,28000000.0
877,8.2,36764313.0
878,7.7,4500000.0
879,7.2,0.0
880,7.2,0.0
881,7.8,13275000.0
882,8.1,25000000.0
883,8.0,25000000.0
884,7.7,13474588.0
885,7.9,10462500.0
886,7.8,1000000.0
887,7.4,72070731.0
888,7.4,10000000.0
889,7.8,12000000.0
890,7.0,0.0
891,6.8,0.0
892,7.4,33754967.0
893,7.7,400176459.0
894,7.1,0.0
895,8.2,5000000.0
896,8.0,23217674.0
897,7.9,68700000.0
898,4.8,0.0
899,8.0,63463.0
900,6.4,2270000.0
901,7.7,6000000.0
902,7.0,0.0
903,7.8,24464742.0
904,7.3,7000000.0
905,7.1,0.0
906,7.1,8750000.0
907,6.6,0.0
908,7.1,0.0
909,7.3,2279000.0
910,7.3,0.0
911,6.1,0.0
912,6.6,0.0
913,7.6,3981000.0
914,7.1,0.0
915,7.6,2000000.0
916,7.3,0.0
917,6.8,0.0
918,7.4,3202000.0
919,7.7,0.0
920,7.7,0.0
921,7.5,35000000.0
922,7.5,5.0
923,7.4,1423000.0
924,7.5,0.0
925,6.5,42000000.0
926,8.0,9644124.0
927,7.9,9600000.0
928,7.6,0.0
929,6.4,0.0
930,8.3,0.0
931,5.0,0.0
932,6.4,0.0
933,5.7,0.0
934,6.6,0.0
935,5.6,0.0
936,6.2,0.0
937,6.6,0.0
938,7.4,0.0
939,5.2,0.0
940,4.9,0.0
941,7.5,30000000.0
942,7.4,10750000.0
943,6.2,0.0
944,7.6,17570324.0
945,5.1,105.0
946,7.3,0.0
947,5.8,0.0
948,3.8,0.0
949,6.2,25.0
950,6.0,0.0
951,4.0,0.0
952,7.4,0.0
953,5.0,3028094.0
954,6.7,0.0
955,0.0,0.0
956,5.3,0.0
957,0.0,0.0
958,6.6,0.0
959,4.8,294064.0
960,6.5,0.0
961,6.8,0.0
962,5.3,51702483.0
963,6.8,16900000.0
964,4.9,8538318.0
965,0.0,0.0
966,6.8,0.0
967,6.2,47267001.0
968,6.5,0.0
969,6.9,41590886.0
970,5.9,0.0
971,6.2,49620.0
972,6.0,0.0
973,3.0,0.0
974,5.7,17380126.0
975,4.7,0.0
976,5.3,22955097.0
977,5.9,22540359.0
978,6.6,0.0
979,5.9,0.0
980,6.5,20000000.0
981,6.0,0.0
982,5.9,0.0
983,7.0,0.0
984,6.8,0.0
985,6.9,0.0
986,6.6,0.0
987,6.2,0.0
988,7.0,0.0
989,6.4,0.0
990,6.9,28200000.0
991,6.8,154864401.0
992,5.7,50236831.0
993,6.8,263591415.0
994,7.8,0.0
995,6.2,0.0
996,6.9,22182353.0
997,6.3,0.0
998,6.6,390493908.0
999,7.4,102272727.0
1000,6.8,1600000.0
1001,6.4,0.0
1002,6.8,17900000.0
1003,7.0,572000000.0
1004,7.0,29800000.0
1005,6.5,0.0
1006,7.4,286214286.0
1007,7.5,140767956.0
1008,5.4,32101000.0
1009,6.2,0.0
1010,0.0,0.0
1011,5.0,0.0
1012,7.1,13417292.0
1013,6.8,34585416.0
1014,5.1,4137645.0
1015,5.3,1985001.0
1016,5.5,0.0
1017,7.3,1500000.0
1018,6.4,89456761.0
1019,6.4,75000000.0
1020,6.9,0.0
1021,6.7,0.0
1022,0.0,0.0
1023,6.8,0.0
1024,7.0,5731103.0
1025,4.0,2154540.0
1026,6.6,405000.0
1027,6.5,0.0
1028,6.3,0.0
1029,6.7,147298761.0
1030,6.8,4505922.0
1031,7.3,165615285.0
1032,6.1,0.0
1033,6.0,0.0
1034,6.1,0.0
1035,5.2,0.0
1036,7.9,0.0
1037,7.0,0.0
1038,6.1,0.0
1039,7.2,0.0
1040,5.6,0.0
1041,7.4,0.0
1042,7.4,4000000.0
1043,5.0,0.0
1044,7.5,0.0
1045,7.0,18344729.0
1046,6.7,11833696.0
1047,7.1,62493712.0
1048,7.7,20045115.0
1049,6.9,28215453.0
1050,6.9,0.0
1051,7.2,25333333.0
1052,7.6,50700000.0
1053,6.0,0.0
1054,7.9,3000000.0
1055,4.8,0.0
1056,7.1,213954274.0
1057,8.1,14661007.0
1058,7.5,138530565.0
1059,6.4,30218387.0
1060,6.5,352927224.0
1061,6.7,34416893.0
1062,6.9,62548947.0
1063,7.5,10725228.0
1064,7.4,30036000.0
1065,7.3,792965326.0
1066,6.3,0.0
1067,7.0,0.0
1068,5.9,157920733.0
1069,6.7,356830601.0
1070,6.8,1910.0
1071,7.6,0.0
1072,7.6,8000000.0
1073,4.6,0.0
1074,0.0,0.0
1075,0.0,0.0
1076,0.0,0.0
1077,7.7,0.0
1078,5.4,0.0
1079,6.2,0.0
1080,7.3,1227324.0
1081,8.0,0.0
1082,6.8,0.0
1083,7.0,0.0
1084,5.2,0.0
1085,0.0,0.0
1086,6.8,20300385.0
1087,5.8,0.0
1088,5.3,0.0
1089,7.3,19255967.0
1090,6.7,41833347.0
1091,5.9,13878334.0
1092,7.1,90000098.0
1093,6.4,21378361.0
1094,6.9,50244700.0
1095,6.4,17985893.0
1096,7.6,0.0
1097,7.8,0.0
1098,6.3,0.0
1099,6.0,0.0
1100,7.8,5028948.0
1101,6.8,127251.0
1102,8.0,0.0
1103,4.0,0.0
1104,5.0,0.0
1105,8.0,0.0
1106,0.0,0.0
1107,0.0,2035470.0
1108,0.0,0.0
1109,7.3,2666118.0
1110,7.6,0.0
1111,7.7,0.0
1112,6.7,0.0
1113,7.4,0.0
1114,6.4,0.0
1115,7.2,0.0
1116,6.4,0.0
1117,7.2,0.0
1118,4.7,0.0
1119,8.0,0.0
1120,0.0,0.0
1121,3.5,0.0
1122,7.0,0.0
1123,6.8,0.0
1124,4.8,0.0
1125,7.0,0.0
1126,0.0,0.0
1127,5.1,0.0
1128,5.7,1100000.0
1129,6.0,269823.0
1130,5.8,0.0
1131,6.5,0.0
1132,8.2,11990401.0
1133,7.3,0.0
1134,5.6,0.0
1135,7.4,1794187.0
1136,7.3,1999955.0
1137,6.9,13200170.0
1138,8.2,0.0
1139,6.5,13446769.0
1140,4.1,0.0
1141,5.0,0.0
1142,7.0,231976425.0
1143,7.4,4532791.0
1144,7.5,14743391.0
1145,6.7,0.0
1146,6.7,0.0
1147,6.2,33946224.0
1148,7.9,0.0
1149,7.0,0.0
1150,6.3,29.0
1151,8.2,3779620.0
1152,8.3,108981275.0
1153,6.7,41590893.0
1154,8.2,538400000.0
1155,7.6,30857814.0
1156,7.7,389925971.0
1157,7.6,0.0
1158,7.7,183316455.0
1159,8.1,6000000.0
1160,7.4,0.0
1161,8.2,1000000.0
1162,7.8,69995385.0
1163,8.0,26589000.0
1164,7.9,13129846.0
1165,8.0,89460381.0
1166,8.1,5321508.0
1167,7.9,572700000.0
1168,7.5,3200000.0
1169,7.9,596349.0
1170,8.2,46836394.0
1171,7.9,104931801.0
1172,7.3,0.0
1173,7.6,0.0
1174,7.9,4069653.0
1175,7.6,0.0
1176,8.3,32000000.0
1177,7.5,115229890.0
1178,8.3,47542841.0
1179,7.9,46357676.0
1180,7.4,0.0
1181,7.4,0.0
1182,7.8,51973029.0
1183,7.3,0.0
1184,8.3,0.0
1185,7.7,23000000.0
1186,7.8,38251425.0
1187,7.4,21500000.0
1188,7.8,0.0
1189,7.9,85000000.0
1190,7.9,159616327.0
1191,7.7,0.0
1192,6.5,0.0
1193,7.9,0.0
1194,7.0,0.0
1195,7.4,78371200.0
1196,7.4,242623.0
1197,7.4,26828365.0
1198,7.3,0.0
1199,7.8,39946780.0
1200,7.5,5080409.0
1201,8.1,235860116.0
1202,7.6,104945305.0
1203,7.6,2247465.0
1204,7.0,5000000.0
1205,7.7,27200000.0
1206,7.9,0.0
1207,7.9,30000000.0
1208,7.3,0.0
1209,7.9,4307000.0
1210,6.4,0.0
1211,7.6,0.0
1212,6.8,10297601.0
1213,8.1,44017374.0
1214,7.8,52287414.0
1215,8.0,0.0
1216,7.5,5923044.0
1217,7.8,11744471.0
1218,7.8,50000000.0
1219,6.7,0.0
1220,7.4,70906973.0
1221,7.7,159157447.0
1222,7.7,96105910.0
1223,7.0,11541758.0
1224,7.4,0.0
1225,8.0,381109762.0
1226,7.6,119418501.0
1227,7.3,89800000.0
1228,7.2,0.0
1229,7.8,553171.0
1230,6.8,5900000.0
1231,7.7,16217773.0
1232,6.8,0.0
1233,7.7,86273333.0
1234,7.5,2015810.0
1235,7.8,0.0
1236,8.1,11000000.0
1237,7.2,83320000.0
1238,7.6,8000000.0
1239,7.6,0.0
1240,7.3,1108462.0
1241,7.1,0.0
1242,7.5,146900000.0
1243,7.6,4736202.0
1244,7.7,1723872.0
1245,6.9,18553948.0
1246,7.6,474171806.0
1247,7.7,30177511.0
1248,7.4,77737889.0
1249,7.0,10006806.0
1250,6.9,20966644.0
1251,6.6,13000000.0
1252,7.7,22244207.0
1253,7.5,34700291.0
1254,7.3,0.0
1255,7.2,3250000.0
1256,7.1,84431625.0
1257,7.6,0.0
1258,7.4,102308889.0
1259,7.7,2181987.0
