,vote_average,revenue
13520,6.0,0.0
13521,5.2,0.0
13522,7.3,0.0
13523,5.7,0.0
13524,6.0,381509870.0
13525,5.1,0.0
13526,6.2,0.0
13527,7.0,0.0
13528,6.9,0.0
13529,5.4,0.0
13530,4.4,0.0
13531,6.1,0.0
13532,7.5,0.0
13533,7.5,0.0
13534,7.1,0.0
13535,5.9,0.0
13536,6.7,0.0
13537,4.5,0.0
13538,7.4,0.0
13539,6.3,0.0
13540,6.9,186702.0
13541,6.2,0.0
13542,5.8,0.0
13543,7.7,0.0
13544,7.2,0.0
13545,5.3,831.0
13546,5.6,24007324.0
13547,6.1,0.0
13548,5.0,0.0
13549,6.0,0.0
13550,6.4,17164377.0
13551,6.7,0.0
13552,5.2,0.0
13553,5.5,0.0
13554,6.1,108332743.0
13555,6.7,0.0
13556,5.1,0.0
13557,7.2,0.0
13558,0.0,0.0
13559,3.7,0.0
13560,5.5,0.0
13561,6.3,0.0
13562,0.0,0.0
13563,5.6,0.0
13564,1.0,0.0
13565,0.0,0.0
13566,2.9,0.0
13567,6.6,0.0
13568,5.0,0.0
13569,6.5,0.0
13570,5.9,0.0
13571,6.0,0.0
13572,0.0,0.0
13573,4.0,0.0
13574,5.7,0.0
13575,7.2,0.0
13576,5.7,0.0
13577,4.2,0.0
13578,5.7,0.0
13579,4.8,0.0
13580,8.1,0.0
13581,6.5,363164265.0
13582,7.4,0.0
13583,5.0,0.0
13584,6.0,0.0
13585,5.5,0.0
13586,4.8,0.0
13587,7.5,0.0
13588,3.6,20200000.0
13589,6.5,0.0
13590,7.0,6149791.0
13591,7.6,0.0
13592,7.3,0.0
13593,6.4,44872.0
13594,6.3,0.0
13595,6.5,0.0
13596,6.0,0.0
13597,6.0,0.0
13598,7.2,36348784.0
13599,0.0,0.0
13600,6.6,0.0
13601,6.3,0.0
13602,6.1,136267476.0
13603,4.7,0.0
13604,6.6,0.0
13605,7.9,319131050.0
13606,6.7,87784194.0
13607,6.7,0.0
13608,4.7,0.0
13609,7.2,0.0
13610,7.2,0.0
13611,7.5,0.0
13612,5.3,0.0
13613,7.2,0.0
13614,7.2,0.0
13615,6.1,0.0
13616,5.9,34560577.0
13617,6.8,0.0
13618,6.5,0.0
13619,4.0,0.0
13620,8.1,0.0
13621,6.0,0.0
13622,7.6,9760104.0
13623,0.0,0.0
13624,3.8,0.0
13625,3.3,0.0
13626,7.0,0.0
13627,6.7,0.0
13628,6.1,0.0
13629,6.3,0.0
13630,7.1,27409889.0
13631,6.6,0.0
13632,7.0,0.0
13633,4.4,382174.0
13634,6.2,0.0
13635,6.2,373062864.0
13636,5.2,1007962.0
13637,6.4,0.0
13638,3.3,0.0
13639,5.5,0.0
13640,4.3,0.0
13641,7.3,5101756.0
13642,0.0,0.0
13643,7.4,385680446.0
13644,5.4,0.0
13645,8.2,0.0
13646,6.4,0.0
13647,6.0,900689.0
13648,6.0,2209023.0
13649,7.5,0.0
13650,4.3,0.0
13651,6.2,0.0
13652,5.9,0.0
13653,4.6,0.0
13654,7.1,121059225.0
13655,8.0,0.0
13656,6.9,0.0
13657,4.9,0.0
13658,5.4,0.0
13659,4.3,0.0
13660,7.0,0.0
13661,7.7,0.0
13662,3.6,4100000.0
13663,7.5,109000000.0
13664,4.2,0.0
13665,7.2,0.0
13666,7.5,0.0
13667,0.0,0.0
13668,5.7,0.0
13669,6.2,1037335.0
13670,6.5,356613439.0
13671,0.0,0.0
13672,4.4,0.0
13673,5.3,0.0
13674,3.5,0.0
13675,5.3,0.0
13676,6.0,0.0
13677,5.4,0.0
13678,7.4,0.0
13679,7.0,0.0
13680,6.6,0.0
13681,5.9,0.0
13682,6.3,0.0
13683,6.2,0.0
13684,6.1,948753.0
13685,6.1,6132924.0
13686,5.4,0.0
13687,5.7,0.0
13688,6.8,0.0
13689,7.5,0.0
13690,5.3,0.0
13691,7.0,0.0
13692,5.5,2434658.0
13693,5.9,371353001.0
13694,5.9,413106170.0
13695,5.0,0.0
13696,5.0,0.0
13697,6.1,119563.0
13698,5.8,0.0
13699,5.3,0.0
13700,6.8,5530764.0
13701,5.6,0.0
13702,4.8,0.0
13703,6.4,0.0
13704,0.0,0.0
13705,7.6,0.0
13706,7.6,0.0
13707,7.3,0.0
13708,6.6,0.0
13709,6.4,0.0
13710,8.3,0.0
13711,7.5,0.0
13712,6.0,0.0
13713,6.0,0.0
13714,7.2,0.0
13715,7.5,0.0
13716,5.4,0.0
13717,5.4,0.0
13718,4.5,0.0
13719,6.6,31720158.0
13720,6.2,32721635.0
13721,9.0,0.0
13722,7.4,0.0
13723,6.2,90810892.0
13724,7.8,735099082.0
13725,7.7,0.0
13726,7.0,0.0
13727,6.4,0.0
13728,4.7,0.0
13729,6.8,0.0
13730,6.8,0.0
13731,6.7,0.0
13732,6.2,0.0
13733,5.5,0.0
13734,7.0,0.0
13735,4.8,0.0
13736,4.3,0.0
13737,5.8,0.0
13738,6.0,18599102.0
13739,6.5,0.0
13740,5.4,0.0
13741,7.8,0.0
13742,5.1,0.0
13743,5.7,0.0
13744,7.1,0.0
13745,6.0,0.0
13746,7.2,459270619.0
13747,5.9,2960993.0
13748,6.4,791867.0
13749,6.0,0.0
13750,6.3,0.0
13751,6.4,0.0
13752,5.4,0.0
13753,6.4,0.0
13754,6.5,10000000.0
13755,6.0,0.0
13756,6.3,0.0
13757,6.3,0.0
13758,5.4,0.0
13759,5.3,0.0
13760,4.1,0.0
13761,6.8,0.0
13762,5.0,0.0
13763,5.9,0.0
13764,4.5,0.0
13765,6.8,0.0
13766,6.0,0.0
13767,8.4,0.0
13768,5.0,0.0
13769,6.6,7202.0
13770,5.2,29010817.0
13771,4.9,0.0
13772,5.7,0.0
13773,6.1,1984662.0
13774,5.4,68688831.0
13775,5.2,0.0
13776,5.1,0.0
13777,4.7,0.0
13778,6.5,0.0
13779,5.7,0.0
13780,6.2,150166126.0
13781,6.9,0.0
13782,6.8,0.0
13783,5.0,0.0
13784,5.6,0.0
13785,5.9,0.0
13786,4.8,0.0
13787,7.1,0.0
13788,5.6,0.0
13789,7.2,0.0
13790,7.4,0.0
13791,6.3,0.0
13792,5.3,0.0
13793,5.7,278720.0
13794,4.7,0.0
13795,5.3,4654288.0
13796,4.6,0.0
13797,8.0,0.0
13798,6.7,317375031.0
13799,2.4,0.0
13800,6.7,2000000.0
13801,3.8,0.0
13802,5.7,0.0
13803,4.6,62357900.0
13804,6.1,0.0
13805,0.0,0.0
13806,5.3,0.0
13807,5.0,0.0
13808,6.4,0.0
13809,5.5,0.0
13810,5.7,0.0
13811,6.6,0.0
13812,7.0,0.0
13813,6.9,0.0
13814,5.7,0.0
13815,5.7,0.0
13816,4.3,0.0
13817,7.2,42000000.0
13818,7.5,0.0
13819,6.0,0.0
13820,5.0,0.0
13821,7.0,0.0
13822,8.0,0.0
13823,5.9,0.0
13824,7.5,0.0
13825,6.3,0.0
13826,5.4,0.0
13827,6.5,0.0
13828,6.8,0.0
13829,6.4,0.0
13830,6.3,0.0
13831,6.1,0.0
13832,6.3,0.0
13833,6.0,836297228.0
13834,7.9,0.0
13835,5.7,3106559.0
13836,3.3,0.0
13837,5.6,0.0
13838,6.3,0.0
13839,0.0,0.0
13840,5.2,0.0
13841,7.0,0.0
13842,6.8,35097815.0
13843,5.6,102223269.0
13844,6.9,0.0
13845,6.4,0.0
13846,6.6,0.0
13847,6.5,214104620.0
13848,6.5,886686817.0
13849,7.5,0.0
13850,7.5,0.0
13851,5.7,0.0
13852,5.7,0.0
13853,6.0,0.0
13854,6.4,0.0
13855,7.4,0.0
13856,0.0,0.0
13857,6.8,0.0
13858,7.4,0.0
13859,6.0,0.0
13860,4.0,1449945.0
13861,0.0,0.0
13862,0.0,0.0
13863,7.1,95714875.0
13864,4.3,0.0
13865,4.2,25900.0
13866,5.3,0.0
13867,6.4,500000.0
13868,5.8,0.0
13869,5.9,0.0
13870,7.0,0.0
13871,5.8,0.0
13872,5.3,0.0
13873,3.9,0.0
13874,7.2,60722734.0
13875,7.4,0.0
13876,6.5,0.0
13877,8.0,0.0
13878,6.9,0.0
13879,6.3,0.0
13880,5.4,0.0
13881,7.8,0.0
13882,8.0,0.0
13883,5.6,0.0
13884,3.7,0.0
13885,7.9,0.0
13886,5.9,0.0
13887,5.4,21834845.0
13888,6.0,0.0
13889,5.9,0.0
13890,5.5,0.0
13891,8.5,0.0
13892,6.1,0.0
13893,7.4,933959197.0
13894,6.8,0.0
13895,7.0,0.0
13896,5.7,0.0
13897,0.0,0.0
13898,5.8,0.0
13899,6.8,0.0
13900,0.0,0.0
13901,5.2,0.0
13902,4.3,0.0
13903,4.7,0.0
13904,7.1,0.0
13905,4.2,0.0
13906,5.5,0.0
13907,6.3,0.0
13908,0.0,0.0
13909,5.3,0.0
13910,6.1,0.0
13911,3.8,250000.0
13912,4.9,0.0
13913,0.0,0.0
13914,6.3,64352607.0
13915,6.1,0.0
13916,8.0,0.0
13917,4.8,0.0
13918,7.5,0.0
13919,5.4,0.0
13920,0.0,0.0
13921,4.5,0.0
13922,8.0,0.0
13923,5.6,0.0
13924,6.7,0.0
13925,6.9,0.0
13926,7.0,0.0
13927,6.8,0.0
13928,6.0,0.0
13929,6.5,0.0
13930,5.1,0.0
13931,5.3,0.0
13932,5.3,0.0
13933,4.6,0.0
13934,6.2,0.0
13935,5.9,9366227.0
13936,6.9,0.0
13937,6.0,0.0
13938,3.7,0.0
13939,10.0,0.0
13940,6.0,0.0
13941,6.3,0.0
13942,6.2,0.0
13943,7.3,0.0
13944,3.7,0.0
13945,0.0,0.0
13946,5.6,0.0
13947,6.6,0.0
13948,6.7,41596251.0
13949,4.3,0.0
13950,6.2,0.0
13951,5.1,0.0
13952,6.4,205298907.0
13953,9.0,0.0
13954,6.5,0.0
13955,0.0,0.0
13956,7.5,1192322.0
13957,6.5,0.0
13958,6.3,114000000.0
13959,6.2,22852638.0
13960,5.6,0.0
13961,4.3,0.0
13962,4.1,0.0
13963,5.5,18928.0
13964,5.9,0.0
13965,5.3,57881056.0
13966,7.3,210819611.0
13967,6.6,129540499.0
13968,6.3,0.0
13969,5.1,73830340.0
13970,5.4,106303988.0
13971,5.2,2012927.0
13972,5.2,0.0
13973,4.8,0.0
13974,6.0,155545279.0
13975,5.6,302469017.0
13976,6.6,0.0
13977,6.1,0.0
13978,7.2,0.0
13979,5.7,17280326.0
13980,4.7,154323.0
13981,6.9,0.0
13982,6.7,0.0
13983,5.0,0.0
13984,5.4,0.0
13985,5.5,0.0
13986,6.0,0.0
13987,7.7,0.0
13988,7.8,0.0
13989,6.2,5405313.0
13990,7.0,0.0
13991,6.2,0.0
13992,6.9,0.0
13993,6.8,0.0
13994,7.7,0.0
13995,4.1,0.0
13996,5.2,0.0
13997,6.6,0.0
13998,6.4,0.0
13999,5.0,0.0
14000,5.0,0.0
14001,4.0,0.0
14002,3.8,0.0
14003,5.0,0.0
14004,6.9,0.0
14005,6.5,0.0
14006,3.8,0.0
14007,7.4,223839.0
14008,5.5,0.0
14009,3.6,0.0
14010,7.4,0.0
14011,5.0,0.0
14012,5.2,0.0
14013,4.9,0.0
14014,4.9,0.0
14015,6.1,0.0
14016,5.4,0.0
14017,6.9,2277396.0
14018,8.0,0.0
14019,5.9,0.0
14020,2.8,0.0
14021,5.3,0.0
14022,7.2,0.0
14023,5.8,165888.0
14024,6.7,101229792.0
14025,5.6,0.0
14026,0.0,0.0
14027,4.3,0.0
14028,5.8,0.0
14029,7.3,0.0
14030,5.4,0.0
14031,5.4,5210988.0
14032,7.5,0.0
14033,6.5,268431.0
14034,7.1,0.0
14035,6.0,41939392.0
14036,5.2,15345201.0
14037,7.5,0.0
14038,6.4,0.0
14039,6.1,0.0
14040,7.0,0.0
14041,5.7,1296971.0
14042,6.2,0.0
14043,4.3,0.0
14044,5.1,292817841.0
14045,4.3,8251071.0
14046,5.5,32474120.0
14047,6.7,113221.0
14048,8.7,0.0
14049,7.8,0.0
14050,5.5,0.0
14051,5.9,0.0
14052,6.9,2260712.0
14053,3.9,0.0
14054,3.8,0.0
14055,0.0,0.0
14056,4.5,0.0
14057,5.8,0.0
14058,6.5,0.0
14059,6.9,0.0
14060,4.0,0.0
14061,6.6,0.0
14062,4.9,0.0
14063,6.2,7070330.0
14064,6.6,0.0
14065,6.2,0.0
14066,5.4,0.0
14067,1.0,0.0
14068,6.3,0.0
14069,3.4,0.0
14070,6.0,0.0
14071,6.3,0.0
14072,6.5,0.0
14073,6.0,0.0
14074,5.8,0.0
14075,5.8,0.0
14076,6.7,0.0
14077,7.4,0.0
14078,7.4,1896244.0
14079,6.1,0.0
14080,5.3,0.0
14081,5.3,0.0
14082,7.5,0.0
14083,5.9,0.0
14084,5.7,0.0
14085,4.8,0.0
14086,5.2,17883410.0
14087,5.3,0.0
14088,5.0,6405245.0
14089,6.6,0.0
14090,6.3,0.0
14091,5.3,0.0
14092,0.0,0.0
14093,7.2,0.0
14094,5.6,20455276.0
14095,3.6,0.0
14096,5.0,0.0
14097,6.2,850575.0
14098,7.2,0.0
14099,7.7,0.0
14100,6.0,0.0
14101,6.3,0.0
14102,5.3,0.0
14103,7.6,0.0
14104,6.2,0.0
14105,4.0,0.0
14106,5.5,0.0
14107,7.1,121129.0
14108,5.1,39421467.0
14109,5.1,0.0
14110,6.9,1200000.0
14111,6.9,0.0
14112,5.5,0.0
14113,6.7,0.0
14114,6.4,1179676.0
14115,7.8,33965843.0
14116,8.0,0.0
14117,6.6,48428063.0
14118,5.7,0.0
14119,7.0,0.0
14120,5.0,0.0
14121,4.8,0.0
14122,6.8,0.0
14123,3.0,0.0
14124,6.6,0.0
14125,7.1,0.0
14126,7.2,0.0
14127,5.7,0.0
14128,4.0,0.0
14129,5.5,0.0
14130,1.0,0.0
14131,6.3,0.0
14132,7.6,0.0
14133,3.9,0.0
14134,6.5,20645327.0
14135,5.8,0.0
14136,6.5,0.0
14137,5.6,0.0
14138,7.0,0.0
14139,4.6,0.0
14140,4.5,0.0
14141,5.9,68729358.0
14142,5.3,0.0
14143,6.3,0.0
14144,6.9,0.0
14145,4.9,0.0
14146,6.6,0.0
14147,7.7,0.0
14148,6.7,0.0
14149,6.8,0.0
14150,6.6,0.0
14151,7.3,0.0
14152,6.7,0.0
14153,7.1,0.0
14154,5.2,0.0
14155,5.2,0.0
14156,5.3,31556061.0
14157,6.0,35424826.0
14158,6.0,0.0
14159,4.0,0.0
14160,5.6,0.0
14161,6.2,0.0
14162,6.7,0.0
14163,6.3,0.0
14164,5.7,10848783.0
14165,5.4,186167139.0
14166,5.6,40828540.0
14167,6.5,242988466.0
14168,0.0,0.0
14169,6.0,0.0
14170,4.3,0.0
14171,0.0,0.0
14172,5.8,0.0
14173,7.3,0.0
14174,7.4,0.0
14175,7.2,0.0
14176,4.8,480000.0
14177,7.0,0.0
14178,6.0,6101046.0
14179,6.9,0.0
14180,5.6,36133014.0
14181,6.8,4440055.0
14182,5.2,0.0
14183,5.7,0.0
14184,0.0,0.0
14185,6.5,0.0
14186,6.2,0.0
14187,5.9,0.0
14188,5.5,0.0
14189,4.4,0.0
14190,4.1,0.0
14191,6.2,0.0
14192,5.9,193355800.0
14193,6.3,0.0
14194,7.0,0.0
14195,9.0,0.0
14196,6.9,0.0
14197,5.5,0.0
14198,5.4,0.0
14199,5.8,0.0
14200,6.8,0.0
14201,6.9,0.0
14202,7.0,0.0
14203,5.7,0.0
14204,6.5,295750.0
14205,6.8,0.0
14206,7.5,0.0
14207,6.8,0.0
14208,7.6,0.0
14209,7.0,0.0
14210,7.0,0.0
14211,7.0,17436509.0
14212,8.0,0.0
14213,6.6,0.0
14214,5.2,134.0
14215,7.9,1162422.0
14216,6.6,31430334.0
14217,6.9,6670712.0
14218,6.5,0.0
14219,7.2,0.0
14220,7.3,0.0
14221,5.9,0.0
14222,6.3,0.0
14223,7.3,0.0
14224,7.1,0.0
14225,5.1,0.0
14226,6.1,0.0
14227,6.8,0.0
14228,6.7,0.0
14229,5.1,0.0
14230,6.7,16633035.0
14231,6.0,31912793.0
14232,4.7,302000.0
14233,4.9,0.0
14234,5.9,122444772.0
14235,5.3,0.0
14236,7.2,102391382.0
14237,5.5,0.0
14238,6.9,0.0
14239,4.5,0.0
14240,6.1,69564.0
14241,4.8,0.0
14242,6.2,0.0
14243,6.7,0.0
14244,5.3,27206120.0
14245,5.3,12206028.0
14246,6.1,0.0
14247,6.9,26096852.0
14248,6.8,0.0
14249,6.2,0.0
14250,5.3,0.0
14251,6.7,0.0
14252,6.6,0.0
14253,6.1,0.0
14254,6.4,0.0
14255,7.1,0.0
14256,6.0,2000000.0
14257,6.2,0.0
14258,5.3,171844840.0
14259,4.7,40105542.0
14260,5.0,0.0
14261,7.0,0.0
14262,7.3,0.0
14263,7.2,4600000.0
14264,6.1,0.0
14265,6.4,0.0
14266,6.8,0.0
14267,2.5,0.0
14268,5.5,0.0
14269,5.5,0.0
14270,9.5,0.0
14271,4.7,0.0
14272,7.9,0.0
14273,5.2,0.0
14274,6.8,0.0
14275,0.0,0.0
14276,4.3,0.0
14277,7.0,0.0
14278,6.0,0.0
14279,6.6,138000.0
14280,6.0,0.0
14281,6.4,0.0
14282,6.1,0.0
14283,6.4,100086793.0
14284,5.2,0.0
14285,6.6,0.0
14286,6.3,0.0
14287,7.3,0.0
14288,7.0,0.0
14289,6.8,0.0
14290,6.4,0.0
14291,4.3,0.0
14292,6.7,0.0
14293,6.3,0.0
14294,5.8,0.0
14295,6.5,1247946.0
14296,4.0,0.0
14297,5.2,0.0
14298,5.9,0.0
14299,5.1,28972508.0
14300,5.7,8049666.0
14301,7.2,126690726.0
14302,6.4,0.0
14303,4.8,0.0
14304,7.2,0.0
14305,7.3,0.0
14306,6.0,0.0
14307,5.4,19258519.0
14308,5.4,0.0
14309,5.7,0.0
14310,7.8,1725381.0
14311,5.2,12032983.0
14312,5.8,0.0
14313,6.4,0.0
14314,6.3,0.0
14315,4.5,0.0
14316,4.7,0.0
14317,7.4,0.0
14318,6.0,0.0
14319,6.9,0.0
14320,5.5,0.0
14321,6.7,0.0
14322,6.5,0.0
14323,8.4,0.0
14324,5.7,0.0
14325,7.6,0.0
14326,6.2,0.0
14327,3.6,0.0
14328,7.1,0.0
14329,5.8,0.0
14330,2.3,0.0
14331,3.4,0.0
14332,5.7,0.0
14333,5.5,0.0
14334,6.7,163670000.0
14335,4.8,0.0
14336,7.2,0.0
14337,5.6,0.0
14338,5.6,0.0
14339,7.3,0.0
14340,6.8,0.0
14341,10.0,0.0
14342,7.5,0.0
14343,7.4,0.0
14344,6.5,0.0
14345,5.3,0.0
14346,6.0,0.0
14347,6.3,0.0
14348,7.0,0.0
14349,6.2,0.0
14350,5.6,0.0
14351,6.1,0.0
14352,7.0,0.0
14353,7.8,0.0
14354,7.7,0.0
14355,5.2,0.0
14356,5.8,0.0
14357,7.2,0.0
14358,4.5,0.0
14359,6.0,68233629.0
14360,6.7,0.0
14361,8.1,0.0
14362,4.8,0.0
14363,6.6,0.0
14364,7.2,0.0
14365,6.7,0.0
14366,4.1,0.0
14367,5.5,28169671.0
14368,5.8,10629321.0
14369,6.7,0.0
14370,7.3,296557.0
14371,6.1,232732.0
14372,7.7,33579813.0
14373,4.4,0.0
14374,6.1,44091067.0
14375,4.9,0.0
14376,7.1,0.0
14377,6.2,0.0
14378,7.5,46471023.0
14379,6.6,0.0
14380,2.5,0.0
14381,6.1,5753490.0
14382,4.3,5093707.0
14383,5.2,3983912.0
14384,4.5,0.0
14385,6.3,0.0
14386,3.4,0.0
14387,7.5,0.0
14388,5.9,0.0
14389,9.0,0.0
14390,6.9,0.0
14391,7.3,0.0
14392,7.0,0.0
14393,6.4,0.0
14394,6.6,325233863.0
14395,6.3,0.0
14396,8.7,0.0
14397,5.0,0.0
14398,5.8,0.0
14399,6.6,0.0
14400,5.7,0.0
14401,5.7,0.0
14402,0.0,0.0
14403,6.5,0.0
14404,6.3,0.0
14405,6.0,0.0
14406,8.0,0.0
14407,7.0,0.0
14408,7.3,0.0
14409,6.3,0.0
14410,5.0,0.0
14411,7.9,0.0
14412,7.1,0.0
14413,5.0,0.0
14414,6.7,0.0
14415,6.8,16000000.0
14416,5.6,769653595.0
14417,5.4,33333531.0
14418,7.1,0.0
14419,6.3,288.0
14420,6.0,0.0
14421,5.8,42333295.0
14422,6.9,47536959.0
14423,6.0,0.0
14424,6.0,10589102.0
14425,5.6,709827462.0
14426,3.9,0.0
14427,7.0,1521261.0
14428,7.0,0.0
14429,6.7,0.0
14430,6.2,60462347.0
14431,6.1,48298.0
14432,5.3,0.0
14433,4.7,0.0
14434,5.0,0.0
14435,5.7,0.0
14436,7.8,0.0
14437,4.7,0.0
14438,5.0,0.0
14439,7.3,19300483.0
14440,6.1,0.0
14441,5.3,0.0
14442,7.4,0.0
14443,4.9,0.0
14444,6.5,0.0
14445,6.2,0.0
14446,8.0,0.0
14447,6.7,0.0
14448,4.2,0.0
14449,3.6,0.0
14450,5.8,0.0
14451,6.3,0.0
14452,6.8,43318349.0
14453,4.0,0.0
14454,0.0,0.0
14455,7.4,0.0
14456,5.7,0.0
14457,8.5,0.0
14458,6.5,0.0
14459,6.3,0.0
14460,5.1,0.0
14461,6.0,107559.0
14462,4.7,0.0
14463,0.0,0.0
14464,5.8,0.0
14465,7.2,309208309.0
14466,5.4,0.0
14467,7.6,0.0
14468,7.0,0.0
14469,7.3,0.0
14470,6.0,0.0
14471,8.0,0.0
14472,7.6,0.0
14473,6.3,0.0
14474,3.6,0.0
14475,7.3,0.0
14476,7.0,0.0
14477,8.3,0.0
14478,7.8,0.0
14479,5.8,0.0
14480,6.7,0.0
14481,6.1,0.0
14482,5.2,92219310.0
14483,4.0,0.0
14484,5.6,104945765.0
14485,6.6,2336172.0
14486,7.2,0.0
14487,7.6,0.0
14488,6.8,0.0
14489,7.3,0.0
14490,4.6,0.0
14491,4.9,0.0
14492,6.2,766075.0
14493,6.6,93525586.0
14494,7.0,122233971.0
14495,6.8,0.0
14496,6.7,267045765.0
14497,6.5,0.0
14498,6.1,0.0
14499,5.5,22942221.0
14500,4.1,263941.0
14501,5.5,4884663.0
14502,5.9,0.0
14503,6.0,0.0
14504,7.0,0.0
14505,6.7,0.0
14506,6.5,0.0
14507,4.3,0.0
14508,5.8,0.0
14509,7.1,0.0
14510,7.2,0.0
14511,7.1,0.0
14512,7.0,0.0
14513,6.6,0.0
14514,7.0,0.0
14515,4.8,0.0
14516,7.2,0.0
14517,7.3,0.0
14518,5.5,0.0
14519,4.3,0.0
14520,6.8,0.0
14521,6.0,0.0
14522,5.4,0.0
14523,7.3,0.0
14524,7.3,0.0
14525,6.3,0.0
14526,6.3,0.0
14527,7.3,0.0
14528,7.3,0.0
14529,5.3,0.0
14530,7.0,0.0
14531,5.3,0.0
14532,6.9,0.0
14533,5.1,85280250.0
14534,4.0,0.0
14535,5.8,0.0
14536,10.0,0.0
14537,4.8,0.0
14538,5.0,0.0
14539,8.0,0.0
14540,6.5,0.0
14541,4.9,0.0
14542,6.1,0.0
14543,6.0,0.0
14544,6.4,0.0
14545,0.0,0.0
14546,6.3,0.0
14547,6.0,5300.0
14548,5.8,0.0
14549,6.3,0.0
14550,7.0,0.0
14551,7.2,2787965087.0
14552,5.1,53825515.0
14553,5.5,0.0
14554,6.9,0.0
14555,6.4,0.0
14556,6.2,219103655.0
14557,7.0,524028679.0
14558,6.8,39462438.0
14559,4.9,0.0
14560,6.7,0.0
14561,5.8,0.0
14562,5.3,443140005.0
14563,5.7,0.0
14564,6.7,31000000.0
14565,6.4,0.0
14566,5.9,0.0
14567,7.0,0.0
14568,3.7,0.0
14569,5.5,4388563.0
14570,4.5,0.0
14571,6.4,0.0
14572,5.1,0.0
14573,6.4,14400000.0
14574,6.9,0.0
14575,6.1,0.0
14576,7.8,0.0
14577,4.8,0.0
14578,1.8,0.0
14579,8.5,0.0
14580,6.3,0.0
14581,6.9,0.0
14582,6.8,0.0
14583,7.0,0.0
14584,6.6,0.0
14585,8.0,0.0
14586,7.8,0.0
14587,5.7,0.0
14588,4.5,0.0
14589,6.5,0.0
14590,0.0,0.0
14591,5.0,0.0
14592,4.9,0.0
14593,4.0,0.0
14594,5.5,0.0
14595,5.8,5802422.0
14596,6.0,3800000.0
14597,7.6,0.0
14598,5.3,0.0
14599,7.3,0.0
14600,6.5,0.0
14601,5.0,0.0
14602,5.0,0.0
14603,4.2,0.0
14604,9.0,0.0
14605,5.0,0.0
14606,5.4,0.0
14607,6.6,32000.0
14608,0.0,0.0
14609,5.8,0.0
14610,4.2,0.0
14611,3.8,0.0
14612,6.1,0.0
14613,4.9,0.0
14614,4.4,0.0
14615,5.3,435000.0
14616,6.0,0.0
14617,5.6,0.0
14618,5.4,0.0
14619,5.9,0.0
14620,6.0,51416464.0
14621,6.6,0.0
14622,6.2,0.0
14623,5.5,0.0
14624,4.1,0.0
14625,7.7,47801389.0
14626,0.0,0.0
14627,3.5,0.0
14628,9.0,0.0
14629,0.0,0.0
14630,6.5,29922472.0
14631,6.6,157107755.0
14632,7.0,43498108.0
14633,6.0,0.0
14634,6.5,0.0
14635,5.8,0.0
14636,6.0,0.0
14637,7.5,0.0
14638,4.0,0.0
14639,6.3,0.0
14640,6.5,0.0
14641,6.8,0.0
14642,6.4,0.0
14643,6.2,0.0
14644,7.7,0.0
14645,5.5,0.0
14646,6.8,0.0
14647,6.4,0.0
14648,6.2,2479538.0
14649,8.0,0.0
14650,5.8,0.0
14651,6.0,0.0
14652,5.6,0.0
14653,1.3,0.0
14654,5.4,0.0
14655,7.5,0.0
14656,9.0,0.0
14657,3.7,0.0
14658,4.1,0.0
14659,4.9,0.0
14660,6.1,0.0
14661,5.3,0.0
14662,0.0,0.0
14663,2.1,0.0
14664,5.5,0.0
14665,5.1,0.0
14666,7.3,0.0
14667,6.3,0.0
14668,5.6,0.0
14669,6.0,0.0
14670,5.5,0.0
14671,5.5,1017401.0
14672,7.3,0.0
14673,5.9,0.0
14674,6.3,0.0
14675,5.0,0.0
14676,8.8,0.0
14677,6.1,0.0
14678,7.0,0.0
14679,6.6,0.0
14680,6.0,0.0
14681,3.0,0.0
14682,7.0,17872796.0
14683,6.5,0.0
14684,6.3,0.0
14685,7.0,0.0
14686,4.7,0.0
14687,6.7,0.0
14688,0.0,0.0
14689,6.0,10604986.0
14690,6.5,0.0
14691,8.0,0.0
14692,6.6,0.0
14693,6.9,0.0
14694,6.9,0.0
14695,5.5,0.0
14696,5.2,0.0
14697,6.9,0.0
14698,5.1,1143856.0
14699,6.3,0.0
14700,5.4,0.0
14701,7.5,0.0
14702,5.0,0.0
14703,7.2,0.0
14704,7.9,0.0
14705,4.7,0.0
14706,7.6,0.0
14707,7.7,0.0
14708,8.0,0.0
14709,7.0,0.0
14710,5.0,132900000.0
14711,7.7,0.0
14712,5.6,0.0
14713,5.8,0.0
14714,5.6,0.0
14715,6.8,0.0
14716,7.4,0.0
14717,5.3,0.0
14718,3.7,0.0
14719,5.4,0.0
14720,5.0,0.0
14721,6.0,0.0
14722,6.9,0.0
14723,4.8,0.0
14724,7.2,0.0
14725,7.3,0.0
14726,8.0,0.0
14727,5.1,0.0
14728,4.8,0.0
14729,6.6,0.0
14730,6.8,0.0
14731,4.4,0.0
14732,7.8,70000000.0
14733,0.0,0.0
14734,7.2,0.0
14735,6.1,0.0
14736,6.3,0.0
14737,7.0,0.0
14738,6.6,0.0
14739,5.5,0.0
14740,5.2,67918658.0
14741,6.3,0.0
14742,5.4,0.0
14743,5.1,0.0
14744,6.8,0.0
14745,6.8,0.0
14746,0.0,0.0
14747,5.7,0.0
14748,0.0,0.0
14749,7.0,0.0
14750,3.4,6029824.0
14751,0.0,0.0
14752,5.7,0.0
14753,4.6,56000.0
