actor1,vote_averages,no. of entries,sum of scores,Rank (Vote average),Rank (Sum),Average Rank,Final Ranking
Gordon Thomson,3.5,1,3.5,13741.5,13965.0,13853.25,13955.5
Elen Rhys,3.5,1,3.5,13741.5,13965.0,13853.25,13955.5
Mayuko Iwasa,3.5,1,3.5,13741.5,13965.0,13853.25,13955.5
Jay Leno,3.5,1,3.5,13741.5,13965.0,13853.25,13955.5
Scottie Thompson,3.5,1,3.5,13741.5,13965.0,13853.25,13955.5
Nathawan Woravit,3.5,1,3.5,13741.5,13965.0,13853.25,13955.5
Ramon 'Bong' Revilla Jr.,3.5,1,3.5,13741.5,13965.0,13853.25,13955.5
Jordan Matthews,3.5,1,3.5,13741.5,13965.0,13853.25,13955.5
Sue Lyon,2.1,2,4.2,14315.5,13404.0,13859.75,13996.5
Alexander Nevsky,2.1,2,4.2,14315.5,13404.0,13859.75,13996.5
Deke Anderson,2.05,2,4.1,14321.0,13473.5,13897.25,13998.0
Mary Woronov,3.4,1,3.4,13813.0,14017.5,13915.25,14010.5
Eddie Bowz,3.4,1,3.4,13813.0,14017.5,13915.25,14010.5
Bobbie Phillips,3.4,1,3.4,13813.0,14017.5,13915.25,14010.5
Darren Jacobs,3.4,1,3.4,13813.0,14017.5,13915.25,14010.5
Susan Blakely,3.4,1,3.4,13813.0,14017.5,13915.25,14010.5
Sylvia Anderson,3.4,1,3.4,13813.0,14017.5,13915.25,14010.5
Tessie Santiago,3.4,1,3.4,13813.0,14017.5,13915.25,14010.5
Rupert Reid,3.4,1,3.4,13813.0,14017.5,13915.25,14010.5
Jett Bryant,3.4,1,3.4,13813.0,14017.5,13915.25,14010.5
Charlene Tilton,3.4,1,3.4,13813.0,14017.5,13915.25,14010.5
Taryn Manning,3.4,1,3.4,13813.0,14017.5,13915.25,14010.5
Hape Kerkeling,3.4,1,3.4,13813.0,14017.5,13915.25,14010.5
Jim Harris,3.4,1,3.4,13813.0,14017.5,13915.25,14010.5
Mariah Carey,3.4,1,3.4,13813.0,14017.5,13915.25,14010.5
Shane Van Dyke,3.4,1,3.4,13813.0,14017.5,13915.25,14010.5
Doug Ciskowski,3.4,1,3.4,13813.0,14017.5,13915.25,14010.5
Erik McDowell,3.4,1,3.4,13813.0,14017.5,13915.25,14010.5
Kaushalaya Fernando,3.4,1,3.4,13813.0,14017.5,13915.25,14010.5
Sean Cameron Michael,3.4,1,3.4,13813.0,14017.5,13915.25,14010.5
Donald Buka,3.4,1,3.4,13813.0,14017.5,13915.25,14010.5
John Barrett,3.4,1,3.4,13813.0,14017.5,13915.25,14010.5
Philippe Deseck,3.4,1,3.4,13813.0,14017.5,13915.25,14010.5
Scott Strader,3.4,1,3.4,13813.0,14017.5,13915.25,14010.5
Gerrit Graham,3.4,1,3.4,13813.0,14017.5,13915.25,14010.5
Romy Windsor,3.3,1,3.3,13874.0,14058.0,13966.0,14050.0
Audie England,3.3,1,3.3,13874.0,14058.0,13966.0,14050.0
Tim Larson,3.3,1,3.3,13874.0,14058.0,13966.0,14050.0
Steffen Mennekes,3.3,1,3.3,13874.0,14058.0,13966.0,14050.0
Marietta,3.3,1,3.3,13874.0,14058.0,13966.0,14050.0
Tom Griffith,3.3,1,3.3,13874.0,14058.0,13966.0,14050.0
Dave Sheridan,3.3,1,3.3,13874.0,14058.0,13966.0,14050.0
Shiri Appleby,3.3,1,3.3,13874.0,14058.0,13966.0,14050.0
Tamer Hassan,3.3,1,3.3,13874.0,14058.0,13966.0,14050.0
Amy Cater,3.3,1,3.3,13874.0,14058.0,13966.0,14050.0
Jonathan Cake,3.3,1,3.3,13874.0,14058.0,13966.0,14050.0
Dorothy Stratten,3.3,1,3.3,13874.0,14058.0,13966.0,14050.0
Rebeca Spence,3.3,1,3.3,13874.0,14058.0,13966.0,14050.0
Zephi Alșec,3.3,1,3.3,13874.0,14058.0,13966.0,14050.0
Sergey Gazarov,3.3,1,3.3,13874.0,14058.0,13966.0,14050.0
Sonny Tufts,3.3,1,3.3,13874.0,14058.0,13966.0,14050.0
Jean Hawkshaw,3.3,1,3.3,13874.0,14058.0,13966.0,14050.0
Chrissie Chau,3.3,1,3.3,13874.0,14058.0,13966.0,14050.0
Richard Ruxton,3.3,1,3.3,13874.0,14058.0,13966.0,14050.0
Laura Ramsey,3.3,1,3.3,13874.0,14058.0,13966.0,14050.0
Clare Grant,3.3,1,3.3,13874.0,14058.0,13966.0,14050.0
Ingeborga Dapkunaite,3.3,1,3.3,13874.0,14058.0,13966.0,14050.0
François Berléand,3.3,1,3.3,13874.0,14058.0,13966.0,14050.0
Ivan Marx,3.3,1,3.3,13874.0,14058.0,13966.0,14050.0
Caitlyn Folley,3.3,1,3.3,13874.0,14058.0,13966.0,14050.0
Pongsatorn Sripinta,3.3,1,3.3,13874.0,14058.0,13966.0,14050.0
Brian Daniel Heffron,3.3,1,3.3,13874.0,14058.0,13966.0,14050.0
Rafa Alvarez,3.3,1,3.3,13874.0,14058.0,13966.0,14050.0
Sam Bottoms,3.3,1,3.3,13874.0,14058.0,13966.0,14050.0
Trixxie Bowie,3.3,1,3.3,13874.0,14058.0,13966.0,14050.0
Jy Harris,3.3,1,3.3,13874.0,14058.0,13966.0,14050.0
Horst Frank,3.3,1,3.3,13874.0,14058.0,13966.0,14050.0
Manuel Gélin,3.3,1,3.3,13874.0,14058.0,13966.0,14050.0
Noel Gugliemi,3.3,1,3.3,13874.0,14058.0,13966.0,14050.0
Toby Wallace,3.3,1,3.3,13874.0,14058.0,13966.0,14050.0
Brion James,3.3,1,3.3,13874.0,14058.0,13966.0,14050.0
Tom Benedict Knight,3.3,1,3.3,13874.0,14058.0,13966.0,14050.0
Aneliese Roettger,3.3,1,3.3,13874.0,14058.0,13966.0,14050.0
Sammy Gilbert,3.3,1,3.3,13874.0,14058.0,13966.0,14050.0
Lisa Haas,3.3,1,3.3,13874.0,14058.0,13966.0,14050.0
Akara Amarttayakul,3.3,1,3.3,13874.0,14058.0,13966.0,14050.0
Søs Egelind,3.3,1,3.3,13874.0,14058.0,13966.0,14050.0
Jenna Elfman,3.3,1,3.3,13874.0,14058.0,13966.0,14050.0
Donald Agnelli,3.3,1,3.3,13874.0,14058.0,13966.0,14050.0
Connor Fox,3.3,1,3.3,13874.0,14058.0,13966.0,14050.0
Marguerite Sundberg,3.3,1,3.3,13874.0,14058.0,13966.0,14050.0
Ona Grauer,3.3,1,3.3,13874.0,14058.0,13966.0,14050.0
Claudio Lafarga,3.3,1,3.3,13874.0,14058.0,13966.0,14050.0
Antony Carbone,3.3,1,3.3,13874.0,14058.0,13966.0,14050.0
Daniel Bosch,3.3,1,3.3,13874.0,14058.0,13966.0,14050.0
Zoe Naylor,3.3,1,3.3,13874.0,14058.0,13966.0,14050.0
Ravshana Kurkova,3.3,1,3.3,13874.0,14058.0,13966.0,14050.0
Ariel Petsonk,3.3,1,3.3,13874.0,14058.0,13966.0,14050.0
Rachael Murphy,3.3,1,3.3,13874.0,14058.0,13966.0,14050.0
Ashley Gallo,3.3,1,3.3,13874.0,14058.0,13966.0,14050.0
Carl Lumbly,2.0,2,4.0,14344.0,13611.0,13977.5,14079.5
Richard Crane,2.0,2,4.0,14344.0,13611.0,13977.5,14079.5
Liron Levo,2.0,2,4.0,14344.0,13611.0,13977.5,14079.5
Charles Kissinger,2.0,2,4.0,14344.0,13611.0,13977.5,14079.5
Tracy Nelson,1.3333333333333333,3,4.0,14409.0,13611.0,14010.0,14082.0
Julie Hagerty,3.2,1,3.2,13932.0,14097.5,14014.75,14093.5
Lindsay Price,3.2,1,3.2,13932.0,14097.5,14014.75,14093.5
Mandela Van Peebles,3.2,1,3.2,13932.0,14097.5,14014.75,14093.5
Gloria Jean,3.2,1,3.2,13932.0,14097.5,14014.75,14093.5
Ethan Flower,3.2,1,3.2,13932.0,14097.5,14014.75,14093.5
Saïd Taghmaoui,3.2,1,3.2,13932.0,14097.5,14014.75,14093.5
Jack Kelly,3.2,1,3.2,13932.0,14097.5,14014.75,14093.5
Pete Penuel,3.2,1,3.2,13932.0,14097.5,14014.75,14093.5
Rik Van Nutter,3.2,1,3.2,13932.0,14097.5,14014.75,14093.5
Joseph Morgan,3.2,1,3.2,13932.0,14097.5,14014.75,14093.5
Robert Sterling,3.2,1,3.2,13932.0,14097.5,14014.75,14093.5
Agniya Ditkovskite,3.2,1,3.2,13932.0,14097.5,14014.75,14093.5
Bryan Callen,3.2,1,3.2,13932.0,14097.5,14014.75,14093.5
Rachel Riley,3.2,1,3.2,13932.0,14097.5,14014.75,14093.5
Carman,3.2,1,3.2,13932.0,14097.5,14014.75,14093.5
Jackie Kreisler,3.2,1,3.2,13932.0,14097.5,14014.75,14093.5
Gulshan Grover,3.2,1,3.2,13932.0,14097.5,14014.75,14093.5
Amy Weber,3.2,1,3.2,13932.0,14097.5,14014.75,14093.5
Dagmara Bak,3.2,1,3.2,13932.0,14097.5,14014.75,14093.5
Richard Wilson,3.2,1,3.2,13932.0,14097.5,14014.75,14093.5
J.H. Wyman,3.2,1,3.2,13932.0,14097.5,14014.75,14093.5
Daniel Tay,3.2,1,3.2,13932.0,14097.5,14014.75,14093.5
Sidney Fox,3.1,1,3.1,13967.0,14113.5,14040.25,14109.5
Monèle LeStrat,3.1,1,3.1,13967.0,14113.5,14040.25,14109.5
Vai Au-Harehoe,3.1,1,3.1,13967.0,14113.5,14040.25,14109.5
Jacobsson Anton,3.1,1,3.1,13967.0,14113.5,14040.25,14109.5
Laurie Baranyay,3.1,1,3.1,13967.0,14113.5,14040.25,14109.5
Ali Faulkner,3.1,1,3.1,13967.0,14113.5,14040.25,14109.5
Nicole Abisinio,3.1,1,3.1,13967.0,14113.5,14040.25,14109.5
Bianca Bree,3.1,1,3.1,13967.0,14113.5,14040.25,14109.5
Levi Fiehler,3.1,1,3.1,13967.0,14113.5,14040.25,14109.5
Frank Rivera,3.1,1,3.1,13967.0,14113.5,14040.25,14109.5
Leah Pipes,1.95,2,3.9,14366.0,13739.0,14052.5,14115.0
Craig Henry,3.0,1,3.0,14028.0,14159.0,14093.5,14155.0
Carla Besnaïnou,3.0,1,3.0,14028.0,14159.0,14093.5,14155.0
Terry Fator,3.0,1,3.0,14028.0,14159.0,14093.5,14155.0
Semyon Farada,3.0,1,3.0,14028.0,14159.0,14093.5,14155.0
Poul Reichhardt,3.0,1,3.0,14028.0,14159.0,14093.5,14155.0
Charles Shaughnessy,3.0,1,3.0,14028.0,14159.0,14093.5,14155.0
Natalie Zea,3.0,1,3.0,14028.0,14159.0,14093.5,14155.0
Gerald Berns,3.0,1,3.0,14028.0,14159.0,14093.5,14155.0
Susan Brandy,3.0,1,3.0,14028.0,14159.0,14093.5,14155.0
Aida Angotti,3.0,1,3.0,14028.0,14159.0,14093.5,14155.0
Mary Peach,3.0,1,3.0,14028.0,14159.0,14093.5,14155.0
David Johansen,3.0,1,3.0,14028.0,14159.0,14093.5,14155.0
Ted Manson,3.0,1,3.0,14028.0,14159.0,14093.5,14155.0
Jayne Kennedy,3.0,1,3.0,14028.0,14159.0,14093.5,14155.0
Katharine Towne,3.0,1,3.0,14028.0,14159.0,14093.5,14155.0
Alexandra Batrumova,3.0,1,3.0,14028.0,14159.0,14093.5,14155.0
Brigitte Kingsley,3.0,1,3.0,14028.0,14159.0,14093.5,14155.0
Robert Dix,3.0,1,3.0,14028.0,14159.0,14093.5,14155.0
Paul Logan,3.0,1,3.0,14028.0,14159.0,14093.5,14155.0
Kelly Clarkson,3.0,1,3.0,14028.0,14159.0,14093.5,14155.0
Larisa Belogurova,3.0,1,3.0,14028.0,14159.0,14093.5,14155.0
Rachel Avery,3.0,1,3.0,14028.0,14159.0,14093.5,14155.0
Matt Ross,3.0,1,3.0,14028.0,14159.0,14093.5,14155.0
Vinnie Bilancio,3.0,1,3.0,14028.0,14159.0,14093.5,14155.0
Tim Woodward Jr.,3.0,1,3.0,14028.0,14159.0,14093.5,14155.0
Michael Gunther,3.0,1,3.0,14028.0,14159.0,14093.5,14155.0
Bartosz Obuchowicz,3.0,1,3.0,14028.0,14159.0,14093.5,14155.0
Johnny Morina,3.0,1,3.0,14028.0,14159.0,14093.5,14155.0
Jack Mulhall,3.0,1,3.0,14028.0,14159.0,14093.5,14155.0
Tyler Jensen,3.0,1,3.0,14028.0,14159.0,14093.5,14155.0
Marina Ladynina,3.0,1,3.0,14028.0,14159.0,14093.5,14155.0
Jolene Blalock,3.0,1,3.0,14028.0,14159.0,14093.5,14155.0
Michael Swaim,3.0,1,3.0,14028.0,14159.0,14093.5,14155.0
Bill Cord,3.0,1,3.0,14028.0,14159.0,14093.5,14155.0
Craig Chester,3.0,1,3.0,14028.0,14159.0,14093.5,14155.0
Barry Williams,3.0,1,3.0,14028.0,14159.0,14093.5,14155.0
Tungyshbai Al-Tarazi,3.0,1,3.0,14028.0,14159.0,14093.5,14155.0
Sandra Bogan,3.0,1,3.0,14028.0,14159.0,14093.5,14155.0
Andrey Smolyakov,3.0,1,3.0,14028.0,14159.0,14093.5,14155.0
Steven Brand,3.0,1,3.0,14028.0,14159.0,14093.5,14155.0
Rob Monkiewicz,3.0,1,3.0,14028.0,14159.0,14093.5,14155.0
Michael St. Gerard,3.0,1,3.0,14028.0,14159.0,14093.5,14155.0
Mindy Robinson,3.0,1,3.0,14028.0,14159.0,14093.5,14155.0
Charles Bickford,3.0,1,3.0,14028.0,14159.0,14093.5,14155.0
Peter Scolari,3.0,1,3.0,14028.0,14159.0,14093.5,14155.0
Michael Cardelle,3.0,1,3.0,14028.0,14159.0,14093.5,14155.0
Jim Fitzpatrick,3.0,1,3.0,14028.0,14159.0,14093.5,14155.0
Mina Asa,3.0,1,3.0,14028.0,14159.0,14093.5,14155.0
Tommy Cook,3.0,1,3.0,14028.0,14159.0,14093.5,14155.0
Yuriy Stoyanov,3.0,1,3.0,14028.0,14159.0,14093.5,14155.0
Gary Valentine,3.0,1,3.0,14028.0,14159.0,14093.5,14155.0
Svetlana Svetlichnaya,3.0,1,3.0,14028.0,14159.0,14093.5,14155.0
Andrew Ross,3.0,1,3.0,14028.0,14159.0,14093.5,14155.0
Robert Amstler,3.0,1,3.0,14028.0,14159.0,14093.5,14155.0
August Schellenberg,3.0,1,3.0,14028.0,14159.0,14093.5,14155.0
Louie Bonanno,3.0,1,3.0,14028.0,14159.0,14093.5,14155.0
Richard Dillard,3.0,1,3.0,14028.0,14159.0,14093.5,14155.0
James Beichler,3.0,1,3.0,14028.0,14159.0,14093.5,14155.0
Sara Brooks,3.0,1,3.0,14028.0,14159.0,14093.5,14155.0
Sam Robards,3.0,1,3.0,14028.0,14159.0,14093.5,14155.0
Cristi Petrescu,3.0,1,3.0,14028.0,14159.0,14093.5,14155.0
Laura Silverman,3.0,1,3.0,14028.0,14159.0,14093.5,14155.0
Manuel Balbi,3.0,1,3.0,14028.0,14159.0,14093.5,14155.0
Jason Stuart,3.0,1,3.0,14028.0,14159.0,14093.5,14155.0
Patrice Townsend,3.0,1,3.0,14028.0,14159.0,14093.5,14155.0
Marisa Belli,3.0,1,3.0,14028.0,14159.0,14093.5,14155.0
Heather Hewitt,3.0,1,3.0,14028.0,14159.0,14093.5,14155.0
Phyllis Davis,3.0,1,3.0,14028.0,14159.0,14093.5,14155.0
El Brendel,3.0,1,3.0,14028.0,14159.0,14093.5,14155.0
Logan Alexander,3.0,1,3.0,14028.0,14159.0,14093.5,14155.0
DJ Perry,3.0,1,3.0,14028.0,14159.0,14093.5,14155.0
Elena Goode,3.0,1,3.0,14028.0,14159.0,14093.5,14155.0
Rutina Wesley,3.0,1,3.0,14028.0,14159.0,14093.5,14155.0
Susanne Severeid,3.0,1,3.0,14028.0,14159.0,14093.5,14155.0
Tracy Pollan,3.0,1,3.0,14028.0,14159.0,14093.5,14155.0
Fyodor Lavrov,3.0,1,3.0,14028.0,14159.0,14093.5,14155.0
Cameron Bancroft,3.0,1,3.0,14028.0,14159.0,14093.5,14155.0
J. Edward Bromberg,3.0,1,3.0,14028.0,14159.0,14093.5,14155.0
Stacey Nemour,3.0,1,3.0,14028.0,14159.0,14093.5,14155.0
Éric Bruneau,2.9,1,2.9,14101.0,14209.0,14155.0,14204.0
Josh Flitter,2.9,1,2.9,14101.0,14209.0,14155.0,14204.0
Walter George Alton,2.9,1,2.9,14101.0,14209.0,14155.0,14204.0
Max Martini,2.9,1,2.9,14101.0,14209.0,14155.0,14204.0
Matt Keeslar,2.9,1,2.9,14101.0,14209.0,14155.0,14204.0
Olivia Alaina May,2.9,1,2.9,14101.0,14209.0,14155.0,14204.0
Mike Hart,2.9,1,2.9,14101.0,14209.0,14155.0,14204.0
Mary Beth Hughes,2.9,1,2.9,14101.0,14209.0,14155.0,14204.0
Kathryn Fiore,2.9,1,2.9,14101.0,14209.0,14155.0,14204.0
"Sammy Davis, Jr.",2.9,1,2.9,14101.0,14209.0,14155.0,14204.0
Rainer Egger,2.9,1,2.9,14101.0,14209.0,14155.0,14204.0
Ron Palillo,2.9,1,2.9,14101.0,14209.0,14155.0,14204.0
Jackie Debatin,2.9,1,2.9,14101.0,14209.0,14155.0,14204.0
Paul Birch,2.9,1,2.9,14101.0,14209.0,14155.0,14204.0
Angel Tompkins,2.9,1,2.9,14101.0,14209.0,14155.0,14204.0
Christa Campbell,2.9,1,2.9,14101.0,14209.0,14155.0,14204.0
Daniel Raymont,2.9,1,2.9,14101.0,14209.0,14155.0,14204.0
Kathy Ireland,2.9,1,2.9,14101.0,14209.0,14155.0,14204.0
Chris R. Wright,2.9,1,2.9,14101.0,14209.0,14155.0,14204.0
Misha Collins,1.75,2,3.5,14376.0,13965.0,14170.5,14214.0
Charles Pitt,2.8,1,2.8,14133.5,14227.0,14180.25,14223.0
Ramón Gay,2.8,1,2.8,14133.5,14227.0,14180.25,14223.0
Barton Bund,2.8,1,2.8,14133.5,14227.0,14180.25,14223.0
Daniel Usaj,2.8,1,2.8,14133.5,14227.0,14180.25,14223.0
Ben Sheppard,2.8,1,2.8,14133.5,14227.0,14180.25,14223.0
David Broadnax,2.8,1,2.8,14133.5,14227.0,14180.25,14223.0
Aditya Srivastava,2.8,1,2.8,14133.5,14227.0,14180.25,14223.0
Robertson Hare,2.8,1,2.8,14133.5,14227.0,14180.25,14223.0
Mandy Patinkin,2.8,1,2.8,14133.5,14227.0,14180.25,14223.0
Rand Gamble,2.8,1,2.8,14133.5,14227.0,14180.25,14223.0
Lois January,2.8,1,2.8,14133.5,14227.0,14180.25,14223.0
Bruce J. Mitchell,2.8,1,2.8,14133.5,14227.0,14180.25,14223.0
Belinda Mayne,2.8,1,2.8,14133.5,14227.0,14180.25,14223.0
Greg Hoople,2.8,1,2.8,14133.5,14227.0,14180.25,14223.0
Rhett Giles,2.8,1,2.8,14133.5,14227.0,14180.25,14223.0
Jonathan Cherry,2.8,1,2.8,14133.5,14227.0,14180.25,14223.0
Sara Canning,2.8,1,2.8,14133.5,14227.0,14180.25,14223.0
Dieter Bohlen,2.7,1,2.7,14162.5,14245.5,14204.0,14241.5
Terry Congie,2.7,1,2.7,14162.5,14245.5,14204.0,14241.5
Ray Dennis Steckler,2.7,1,2.7,14162.5,14245.5,14204.0,14241.5
Jaleel White,2.7,1,2.7,14162.5,14245.5,14204.0,14241.5
John Lee Ames,2.7,1,2.7,14162.5,14245.5,14204.0,14241.5
Leigh Francis,2.7,1,2.7,14162.5,14245.5,14204.0,14241.5
Paul Dzenkiw,2.7,1,2.7,14162.5,14245.5,14204.0,14241.5
Adam Busch,2.7,1,2.7,14162.5,14245.5,14204.0,14241.5
Rollin Perry,2.7,1,2.7,14162.5,14245.5,14204.0,14241.5
Anang Desai,2.7,1,2.7,14162.5,14245.5,14204.0,14241.5
Matt Mullins,2.7,1,2.7,14162.5,14245.5,14204.0,14241.5
Michelle Meyrink,2.7,1,2.7,14162.5,14245.5,14204.0,14241.5
Joe Perry,2.7,1,2.7,14162.5,14245.5,14204.0,14241.5
Kristine DeBell,2.7,1,2.7,14162.5,14245.5,14204.0,14241.5
Sandra Wey,2.7,1,2.7,14162.5,14245.5,14204.0,14241.5
Jef Betz,2.7,1,2.7,14162.5,14245.5,14204.0,14241.5
Rosie Fellner,2.7,1,2.7,14162.5,14245.5,14204.0,14241.5
Brian Bloom,2.7,1,2.7,14162.5,14245.5,14204.0,14241.5
Mikel Conrad,2.7,1,2.7,14162.5,14245.5,14204.0,14241.5
Scott 'Carrot Top' Thompson,2.7,1,2.7,14162.5,14245.5,14204.0,14241.5
Emma Samms,1.65,2,3.3,14387.5,14058.0,14222.75,14252.5
Mark Mothersbaugh,1.65,2,3.3,14387.5,14058.0,14222.75,14252.5
Leif Holt,2.6,1,2.6,14190.5,14261.0,14225.75,14259.0
Matt Prokop,2.6,1,2.6,14190.5,14261.0,14225.75,14259.0
Wendell Corey,2.6,1,2.6,14190.5,14261.0,14225.75,14259.0
James Boss,2.6,1,2.6,14190.5,14261.0,14225.75,14259.0
Simona Fusco,2.6,1,2.6,14190.5,14261.0,14225.75,14259.0
Eric Foster,2.6,1,2.6,14190.5,14261.0,14225.75,14259.0
Griff Furst,2.6,1,2.6,14190.5,14261.0,14225.75,14259.0
Alexander D'Arcy,2.6,1,2.6,14190.5,14261.0,14225.75,14259.0
Raphael Sbarge,2.6,1,2.6,14190.5,14261.0,14225.75,14259.0
Cyril Mourali,2.6,1,2.6,14190.5,14261.0,14225.75,14259.0
Tod Andrews,2.6,1,2.6,14190.5,14261.0,14225.75,14259.0
Don Stewart,2.5,1,2.5,14228.5,14287.0,14257.75,14284.5
Aleksandr Anikeyenko,2.5,1,2.5,14228.5,14287.0,14257.75,14284.5
Carol Abney,2.5,1,2.5,14228.5,14287.0,14257.75,14284.5
Nick Cassavetes,2.5,1,2.5,14228.5,14287.0,14257.75,14284.5
Donna Martell,2.5,1,2.5,14228.5,14287.0,14257.75,14284.5
Christian Kane,2.5,1,2.5,14228.5,14287.0,14257.75,14284.5
Patsy Kensit,2.5,1,2.5,14228.5,14287.0,14257.75,14284.5
Oliver Hardy,2.5,1,2.5,14228.5,14287.0,14257.75,14284.5
Kelly Adams,2.5,1,2.5,14228.5,14287.0,14257.75,14284.5
Renato Aragão,2.5,1,2.5,14228.5,14287.0,14257.75,14284.5
Yumika Hayashi,2.5,1,2.5,14228.5,14287.0,14257.75,14284.5
Gry Bay,2.5,1,2.5,14228.5,14287.0,14257.75,14284.5
Sherri Vernon,2.5,1,2.5,14228.5,14287.0,14257.75,14284.5
Anne Arthur,2.5,1,2.5,14228.5,14287.0,14257.75,14284.5
Laureen Chew,2.5,1,2.5,14228.5,14287.0,14257.75,14284.5
Tom Pittman,2.5,1,2.5,14228.5,14287.0,14257.75,14284.5
Michael Tassoni,2.5,1,2.5,14228.5,14287.0,14257.75,14284.5
Sam Scarber,2.5,1,2.5,14228.5,14287.0,14257.75,14284.5
Derek Rydall,2.5,1,2.5,14228.5,14287.0,14257.75,14284.5
Edwin Honig,2.5,1,2.5,14228.5,14287.0,14257.75,14284.5
Kyle Lardner,2.5,1,2.5,14228.5,14287.0,14257.75,14284.5
James Ellison,2.5,1,2.5,14228.5,14287.0,14257.75,14284.5
Philip Johnson,2.5,1,2.5,14228.5,14287.0,14257.75,14284.5
Feodor Chaliapin Sr.,2.5,1,2.5,14228.5,14287.0,14257.75,14284.5
Harley Wood,2.5,1,2.5,14228.5,14287.0,14257.75,14284.5
Andrew Stevens,2.5,1,2.5,14228.5,14287.0,14257.75,14284.5
Mbulelo Grootboom,2.5,1,2.5,14228.5,14287.0,14257.75,14284.5
Mel Welles,2.5,1,2.5,14228.5,14287.0,14257.75,14284.5
Éva Gábor,2.5,1,2.5,14228.5,14287.0,14257.75,14284.5
Kim Milford,2.5,1,2.5,14228.5,14287.0,14257.75,14284.5
Karen Morley,2.5,1,2.5,14228.5,14287.0,14257.75,14284.5
Cyndi Williams,2.5,1,2.5,14228.5,14287.0,14257.75,14284.5
Samantha Eggar,2.5,1,2.5,14228.5,14287.0,14257.75,14284.5
Omar Rodriguez-Lopez,2.5,1,2.5,14228.5,14287.0,14257.75,14284.5
David Blair,2.5,1,2.5,14228.5,14287.0,14257.75,14284.5
Daniel L. Haynes,2.5,1,2.5,14228.5,14287.0,14257.75,14284.5
Anna Mikhalkova,2.5,1,2.5,14228.5,14287.0,14257.75,14284.5
Oleg Taktarov,2.5,1,2.5,14228.5,14287.0,14257.75,14284.5
Greg Sestero,2.5,1,2.5,14228.5,14287.0,14257.75,14284.5
Arthur Wontner,2.5,1,2.5,14228.5,14287.0,14257.75,14284.5
Victoria Pratt,1.5,2,3.0,14400.5,14159.0,14279.75,14305.5
Lily Pons,1.5,2,3.0,14400.5,14159.0,14279.75,14305.5
Emo Philips,2.4,1,2.4,14265.0,14311.0,14288.0,14310.0
Hazel Dean,2.4,1,2.4,14265.0,14311.0,14288.0,14310.0
John Baer,2.4,1,2.4,14265.0,14311.0,14288.0,14310.0
Renee Olstead,2.4,1,2.4,14265.0,14311.0,14288.0,14310.0
Crystal Stone,2.4,1,2.4,14265.0,14311.0,14288.0,14310.0
Imran Ahktar,2.4,1,2.4,14265.0,14311.0,14288.0,14310.0
Tony Travis,2.4,1,2.4,14265.0,14311.0,14288.0,14310.0
Lorielle New,2.3,1,2.3,14282.5,14320.5,14301.5,14319.5
Jay Laisne,2.3,1,2.3,14282.5,14320.5,14301.5,14319.5
Alberto Tomba,2.3,1,2.3,14282.5,14320.5,14301.5,14319.5
Joe Estevez,2.3,1,2.3,14282.5,14320.5,14301.5,14319.5
Raymond St. Jacques,2.3,1,2.3,14282.5,14320.5,14301.5,14319.5
Phil Morton,2.3,1,2.3,14282.5,14320.5,14301.5,14319.5
Cheryl Texiera,2.3,1,2.3,14282.5,14320.5,14301.5,14319.5
Linda Corwin,2.3,1,2.3,14282.5,14320.5,14301.5,14319.5
Ila Arun,2.3,1,2.3,14282.5,14320.5,14301.5,14319.5
Marjorie Eaton,2.3,1,2.3,14282.5,14320.5,14301.5,14319.5
Cody Deal,2.3,1,2.3,14282.5,14320.5,14301.5,14319.5
Tim Large,2.3,1,2.3,14282.5,14320.5,14301.5,14319.5
Gino Turini,2.2,1,2.2,14298.0,14331.5,14314.75,14330.5
Jody Daniels,2.2,1,2.2,14298.0,14331.5,14314.75,14330.5
Matthew Wolf,2.2,1,2.2,14298.0,14331.5,14314.75,14330.5
Ian Sera,2.2,1,2.2,14298.0,14331.5,14314.75,14330.5
Anthony Dexter,2.2,1,2.2,14298.0,14331.5,14314.75,14330.5
Malerie Grady,2.2,1,2.2,14298.0,14331.5,14314.75,14330.5
Ángel Vargas,2.2,1,2.2,14298.0,14331.5,14314.75,14330.5
Jon Briddell,2.2,1,2.2,14298.0,14331.5,14314.75,14330.5
Tom Bartlett,2.2,1,2.2,14298.0,14331.5,14314.75,14330.5
John Ramsden,2.2,1,2.2,14298.0,14331.5,14314.75,14330.5
Chase Cordell,2.1,1,2.1,14315.5,14340.5,14328.0,14339.5
Jacob Witkin,2.1,1,2.1,14315.5,14340.5,14328.0,14339.5
Steve Hawkes,2.1,1,2.1,14315.5,14340.5,14328.0,14339.5
Vic Savage,2.1,1,2.1,14315.5,14340.5,14328.0,14339.5
Marshall Grauer,2.1,1,2.1,14315.5,14340.5,14328.0,14339.5
Vince Offer,2.1,1,2.1,14315.5,14340.5,14328.0,14339.5
Norris Culf,2.1,1,2.1,14315.5,14340.5,14328.0,14339.5
Aaron Carter,2.1,1,2.1,14315.5,14340.5,14328.0,14339.5
Mary Tyler Moore,1.25,2,2.5,14413.5,14287.0,14350.25,14344.0
Alexandra Holden,2.0,1,2.0,14344.0,14364.5,14354.25,14362.5
Patrick Censoplano,2.0,1,2.0,14344.0,14364.5,14354.25,14362.5
