actor1,vote_averages,no. of entries,sum of scores,Rank (Vote average),Rank (Sum),Average Rank,Final Ranking
Bill Cunningham,7.9,1,7.9,490.5,5151.5,2821.0,1291.0
Junko Iwao,7.9,1,7.9,490.5,5151.5,2821.0,1291.0
Jalil Naciri,7.9,1,7.9,490.5,5151.5,2821.0,1291.0
Tony Fucile,7.9,1,7.9,490.5,5151.5,2821.0,1291.0
Dennis Coffey,7.9,1,7.9,490.5,5151.5,2821.0,1291.0
Bon Scott,7.9,1,7.9,490.5,5151.5,2821.0,1291.0
Tsutomu Isobe,7.9,1,7.9,490.5,5151.5,2821.0,1291.0
Chethan Jayalal,7.9,1,7.9,490.5,5151.5,2821.0,1291.0
Frank Robert,7.9,1,7.9,490.5,5151.5,2821.0,1291.0
Joey Wong,7.9,1,7.9,490.5,5151.5,2821.0,1291.0
Roger Livesey,7.9,1,7.9,490.5,5151.5,2821.0,1291.0
Chandana Banerjee,7.9,1,7.9,490.5,5151.5,2821.0,1291.0
Edward Snowden,7.9,1,7.9,490.5,5151.5,2821.0,1291.0
Albert Dieudonné,7.9,1,7.9,490.5,5151.5,2821.0,1291.0
João Miguel,7.9,1,7.9,490.5,5151.5,2821.0,1291.0
Karen Meagher,7.9,1,7.9,490.5,5151.5,2821.0,1291.0
Kim Hee-ae,7.9,1,7.9,490.5,5151.5,2821.0,1291.0
Meredyth Herold,7.9,1,7.9,490.5,5151.5,2821.0,1291.0
Drew Pinksy,7.9,1,7.9,490.5,5151.5,2821.0,1291.0
Lucien Dodge,7.9,1,7.9,490.5,5151.5,2821.0,1291.0
Hattie Morahan,7.9,1,7.9,490.5,5151.5,2821.0,1291.0
Jan Nowicki,7.9,1,7.9,490.5,5151.5,2821.0,1291.0
Costas Hajihristos,7.9,1,7.9,490.5,5151.5,2821.0,1291.0
Jovane Nunes,7.9,1,7.9,490.5,5151.5,2821.0,1291.0
Don Backy,7.9,1,7.9,490.5,5151.5,2821.0,1291.0
Labina Mitevska,7.9,1,7.9,490.5,5151.5,2821.0,1291.0
Barbara Kent,7.9,1,7.9,490.5,5151.5,2821.0,1291.0
Marky Ramone,7.9,1,7.9,490.5,5151.5,2821.0,1291.0
Brian Steidle,7.9,1,7.9,490.5,5151.5,2821.0,1291.0
Vera Alentova,7.9,1,7.9,490.5,5151.5,2821.0,1291.0
Vuk Kostić,7.9,1,7.9,490.5,5151.5,2821.0,1291.0
Zhou Yun,7.9,1,7.9,490.5,5151.5,2821.0,1291.0
Alfonso Mejía,7.9,1,7.9,490.5,5151.5,2821.0,1291.0
Romuald Joubé,7.9,1,7.9,490.5,5151.5,2821.0,1291.0
Michael Peterson,7.9,1,7.9,490.5,5151.5,2821.0,1291.0
Betsy Blair,7.9,1,7.9,490.5,5151.5,2821.0,1291.0
Hanna Obbeek,7.9,1,7.9,490.5,5151.5,2821.0,1291.0
Nina Rakovec,7.9,1,7.9,490.5,5151.5,2821.0,1291.0
Dean Gomersall,7.9,1,7.9,490.5,5151.5,2821.0,1291.0
Aran Bell,7.9,1,7.9,490.5,5151.5,2821.0,1291.0
Maria Heiskanen,7.9,1,7.9,490.5,5151.5,2821.0,1291.0
Brian Clough,7.9,1,7.9,490.5,5151.5,2821.0,1291.0
O.C. Brown,7.9,1,7.9,490.5,5151.5,2821.0,1291.0
Tony Alva,7.9,1,7.9,490.5,5151.5,2821.0,1291.0
Sergio Castellitto,6.4,8,51.2,4961.5,708.5,2835.0,1318.0
Hanna Schygulla,6.4,8,51.2,4961.5,708.5,2835.0,1318.0
Benedict Cumberbatch,6.4,8,51.2,4961.5,708.5,2835.0,1318.0
Vanessa Paradis,6.483333333333333,6,38.9,4671.0,1015.0,2843.0,1320.0
Mirjana Karanović,6.7,3,20.1,3559.0,2128.5,2843.75,1324.0
Tony Kendall,6.7,3,20.1,3559.0,2128.5,2843.75,1324.0
Yang Ik-june,6.7,3,20.1,3559.0,2128.5,2843.75,1324.0
Barry Newman,6.7,3,20.1,3559.0,2128.5,2843.75,1324.0
Mimsy Farmer,6.7,3,20.1,3559.0,2128.5,2843.75,1324.0
Laurent Terzieff,6.7,3,20.1,3559.0,2128.5,2843.75,1324.0
Tippi Hedren,6.7,3,20.1,3559.0,2128.5,2843.75,1324.0
Brad Renfro,6.95,2,13.9,2607.0,3084.5,2845.75,1336.0
Sanjeev Kumar,6.95,2,13.9,2607.0,3084.5,2845.75,1336.0
Hao Lei,6.95,2,13.9,2607.0,3084.5,2845.75,1336.0
Rodrigo de la Serna,6.95,2,13.9,2607.0,3084.5,2845.75,1336.0
Kathleen Quinlan,6.95,2,13.9,2607.0,3084.5,2845.75,1336.0
Erkan Can,6.95,2,13.9,2607.0,3084.5,2845.75,1336.0
Leleti Khumalo,6.95,2,13.9,2607.0,3084.5,2845.75,1336.0
Michiko Hada,6.95,2,13.9,2607.0,3084.5,2845.75,1336.0
Claus Nissen,6.95,2,13.9,2607.0,3084.5,2845.75,1336.0
Orgyen Tobgyal,6.95,2,13.9,2607.0,3084.5,2845.75,1336.0
Felicity Huffman,6.95,2,13.9,2607.0,3084.5,2845.75,1336.0
Charles Martin Smith,6.95,2,13.9,2607.0,3084.5,2845.75,1336.0
Vivian Wu,6.95,2,13.9,2607.0,3084.5,2845.75,1336.0
Martin Mull,6.95,2,13.9,2607.0,3084.5,2845.75,1336.0
Catherine McCormack,6.95,2,13.9,2607.0,3084.5,2845.75,1336.0
Yang Dong-geun,6.95,2,13.9,2607.0,3084.5,2845.75,1336.0
John Pinette,6.95,2,13.9,2607.0,3084.5,2845.75,1336.0
Viggo Mortensen,6.324999999999999,12,75.89999999999999,5270.0,422.5,2846.25,1345.0
Jeff Bridges,6.282222222222222,45,282.7,5688.0,9.0,2848.5,1346.0
Jamie Foxx,6.316666666666667,12,75.80000000000001,5281.0,424.0,2852.5,1347.0
Kim Ha-neul,6.575000000000001,4,26.300000000000004,4131.5,1578.5,2855.0,1348.5
Tom Wilkinson,6.575000000000001,4,26.300000000000004,4131.5,1578.5,2855.0,1348.5
Emily Blunt,6.5,5,32.5,4461.5,1249.5,2855.5,1350.0
Shu Qi,6.466666666666668,6,38.800000000000004,4695.5,1016.5,2856.0,1351.0
Sean Connery,6.282051282051283,39,245.00000000000003,5689.0,26.0,2857.5,1352.0
Fabrizio Bentivoglio,6.575,4,26.3,4135.0,1582.5,2858.75,1354.5
Toshiaki Karasawa,6.575,4,26.3,4135.0,1582.5,2858.75,1354.5
Rolan Bykov,6.575,4,26.3,4135.0,1582.5,2858.75,1354.5
Dorothy McGuire,6.575,4,26.3,4135.0,1582.5,2858.75,1354.5
Ralph Macchio,6.466666666666666,6,38.8,4703.0,1019.5,2861.25,1358.0
Romola Garai,6.466666666666666,6,38.8,4703.0,1019.5,2861.25,1358.0
Christian Ulmen,6.466666666666666,6,38.8,4703.0,1019.5,2861.25,1358.0
Dev Patel,6.949999999999999,2,13.899999999999999,2625.5,3103.5,2864.5,1367.0
Mikako Ichikawa,6.949999999999999,2,13.899999999999999,2625.5,3103.5,2864.5,1367.0
Donald O'Connor,6.949999999999999,2,13.899999999999999,2625.5,3103.5,2864.5,1367.0
Steven Mackintosh,6.949999999999999,2,13.899999999999999,2625.5,3103.5,2864.5,1367.0
Ann Todd,6.949999999999999,2,13.899999999999999,2625.5,3103.5,2864.5,1367.0
Zhang Hanyu,6.949999999999999,2,13.899999999999999,2625.5,3103.5,2864.5,1367.0
Phillip Ko Fei,6.949999999999999,2,13.899999999999999,2625.5,3103.5,2864.5,1367.0
Bae Doona,6.949999999999999,2,13.899999999999999,2625.5,3103.5,2864.5,1367.0
Sacha Guitry,6.949999999999999,2,13.899999999999999,2625.5,3103.5,2864.5,1367.0
Miriam Yeung,6.949999999999999,2,13.899999999999999,2625.5,3103.5,2864.5,1367.0
Tyrese Gibson,6.949999999999999,2,13.899999999999999,2625.5,3103.5,2864.5,1367.0
Alexander Granach,6.949999999999999,2,13.899999999999999,2625.5,3103.5,2864.5,1367.0
Vlad Ivanov,6.949999999999999,2,13.899999999999999,2625.5,3103.5,2864.5,1367.0
Byun Yo-han,6.949999999999999,2,13.899999999999999,2625.5,3103.5,2864.5,1367.0
Wayne Dyer,6.949999999999999,2,13.899999999999999,2625.5,3103.5,2864.5,1367.0
Jessica Lange,6.359999999999999,10,63.599999999999994,5184.5,549.0,2866.75,1375.0
Meryl Streep,6.281818181818181,33,207.29999999999998,5690.0,51.0,2870.5,1376.0
Keanu Reeves,6.276470588235294,34,213.4,5697.0,45.0,2871.0,1377.0
Burt Lancaster,6.255999999999998,50,312.7999999999999,5739.0,5.0,2872.0,1378.0
Martin Freeman,6.327272727272727,11,69.6,5265.0,489.0,2877.0,1379.0
Michael Jackson,6.388888888888889,9,57.5,5135.0,628.5,2881.75,1380.0
Farley Granger,6.449999999999999,6,38.699999999999996,4742.5,1023.0,2882.75,1381.0
Lauren Bacall,6.55,4,26.2,4181.5,1589.5,2885.5,1382.5
Checco Zalone,6.55,4,26.2,4181.5,1589.5,2885.5,1382.5
Harrison Ford,6.281481481481479,27,169.59999999999994,5691.0,86.0,2888.5,1384.0
Crispin Glover,6.377777777777777,9,57.4,5148.5,631.0,2889.75,1385.0
Jean Gabin,6.2558823529411764,34,212.7,5740.0,46.0,2893.0,1386.0
Marlon Brando,6.271428571428571,28,175.6,5712.0,79.0,2895.5,1387.0
Carice van Houten,6.433333333333333,6,38.599999999999994,4774.5,1025.5,2900.0,1388.0
Kurt Russell,6.258620689655173,29,181.5,5735.0,73.0,2904.0,1389.0
Radha Mitchell,6.366666666666666,9,57.3,5177.0,632.0,2904.5,1390.0
Michael Douglas,6.251724137931035,29,181.3,5742.0,74.0,2908.0,1391.0
Juliette Binoche,6.266666666666665,27,169.19999999999996,5729.0,88.0,2908.5,1392.0
Sharlto Copley,6.416666666666667,6,38.5,4791.5,1027.5,2909.5,1393.5
Jeon Do-yeon,6.416666666666667,6,38.5,4791.5,1027.5,2909.5,1393.5
Casey Affleck,6.355555555555555,9,57.199999999999996,5189.0,635.0,2912.0,1395.0
Nicole Kidman,6.268000000000001,25,156.70000000000002,5715.0,110.0,2912.5,1396.0
Élodie Bouchez,6.525,4,26.1,4229.5,1596.5,2913.0,1399.5
David Thewlis,6.525,4,26.1,4229.5,1596.5,2913.0,1399.5
Ge You,6.525,4,26.1,4229.5,1596.5,2913.0,1399.5
Juan José Ballesta,6.525,4,26.1,4229.5,1596.5,2913.0,1399.5
Ed Asner,6.525,4,26.1,4229.5,1596.5,2913.0,1399.5
Tahar Rahim,6.525,4,26.1,4229.5,1596.5,2913.0,1399.5
Sam Kantor,7.8,1,7.8,584.0,5242.5,2913.25,1457.5
Rita Christiani,7.8,1,7.8,584.0,5242.5,2913.25,1457.5
Dorothy McGowan,7.8,1,7.8,584.0,5242.5,2913.25,1457.5
Eva Mattes,7.8,1,7.8,584.0,5242.5,2913.25,1457.5
Babek Ahmed Poor,7.8,1,7.8,584.0,5242.5,2913.25,1457.5
Aaron Swartz,7.8,1,7.8,584.0,5242.5,2913.25,1457.5
Piotr Jagielski,7.8,1,7.8,584.0,5242.5,2913.25,1457.5
Paulo José,7.8,1,7.8,584.0,5242.5,2913.25,1457.5
Aley Underwood,7.8,1,7.8,584.0,5242.5,2913.25,1457.5
Mimi Branescu,7.8,1,7.8,584.0,5242.5,2913.25,1457.5
Patrick Moore,7.8,1,7.8,584.0,5242.5,2913.25,1457.5
Mitsuo Iwata,7.8,1,7.8,584.0,5242.5,2913.25,1457.5
Audrey Reid,7.8,1,7.8,584.0,5242.5,2913.25,1457.5
Sara Takatsuki,7.8,1,7.8,584.0,5242.5,2913.25,1457.5
Frankie Boyle,7.8,1,7.8,584.0,5242.5,2913.25,1457.5
Tom Petty,7.8,1,7.8,584.0,5242.5,2913.25,1457.5
Patricia Ree Gilbert ,7.8,1,7.8,584.0,5242.5,2913.25,1457.5
Ben Burtt,7.8,1,7.8,584.0,5242.5,2913.25,1457.5
Antonio Arcidiacono,7.8,1,7.8,584.0,5242.5,2913.25,1457.5
Ali Atay,7.8,1,7.8,584.0,5242.5,2913.25,1457.5
Ryan Larkin,7.8,1,7.8,584.0,5242.5,2913.25,1457.5
Matthew Harbour,7.8,1,7.8,584.0,5242.5,2913.25,1457.5
Peter Krause,7.8,1,7.8,584.0,5242.5,2913.25,1457.5
Maryana Spivak,7.8,1,7.8,584.0,5242.5,2913.25,1457.5
Martin Strel,7.8,1,7.8,584.0,5242.5,2913.25,1457.5
Elon Musk,7.8,1,7.8,584.0,5242.5,2913.25,1457.5
Stanislaw Tym,7.8,1,7.8,584.0,5242.5,2913.25,1457.5
Elia Kazan,7.8,1,7.8,584.0,5242.5,2913.25,1457.5
Nikolai Nademsky,7.8,1,7.8,584.0,5242.5,2913.25,1457.5
 Ye Ji-won,7.8,1,7.8,584.0,5242.5,2913.25,1457.5
Oliver Sacks,7.8,1,7.8,584.0,5242.5,2913.25,1457.5
Thea Sofie Rusten,7.8,1,7.8,584.0,5242.5,2913.25,1457.5
Гордан Кичић,7.8,1,7.8,584.0,5242.5,2913.25,1457.5
Erika Marozsán,7.8,1,7.8,584.0,5242.5,2913.25,1457.5
Jaque Catelain,7.8,1,7.8,584.0,5242.5,2913.25,1457.5
Nadia Sibirskaïa,7.8,1,7.8,584.0,5242.5,2913.25,1457.5
Maritta Viitamäki,7.8,1,7.8,584.0,5242.5,2913.25,1457.5
Amanda Langlet,7.8,1,7.8,584.0,5242.5,2913.25,1457.5
Nilbio Torres,7.8,1,7.8,584.0,5242.5,2913.25,1457.5
Mick Foley,7.8,1,7.8,584.0,5242.5,2913.25,1457.5
Finn Atkins,7.8,1,7.8,584.0,5242.5,2913.25,1457.5
Song Joong-ki,7.8,1,7.8,584.0,5242.5,2913.25,1457.5
Ari Folman,7.8,1,7.8,584.0,5242.5,2913.25,1457.5
T Bone Burnett,7.8,1,7.8,584.0,5242.5,2913.25,1457.5
Ozen Ozkan,7.8,1,7.8,584.0,5242.5,2913.25,1457.5
David Rudolf,7.8,1,7.8,584.0,5242.5,2913.25,1457.5
Barry McGovern,7.8,1,7.8,584.0,5242.5,2913.25,1457.5
Mariusz Saniternik,7.8,1,7.8,584.0,5242.5,2913.25,1457.5
András Csorba,7.8,1,7.8,584.0,5242.5,2913.25,1457.5
"Timothy ""Speed"" Levitch",7.8,1,7.8,584.0,5242.5,2913.25,1457.5
Taraji P. Henson,7.8,1,7.8,584.0,5242.5,2913.25,1457.5
Michael Aspel,7.8,1,7.8,584.0,5242.5,2913.25,1457.5
Angus MacLane,7.8,1,7.8,584.0,5242.5,2913.25,1457.5
Marc Maron,7.8,1,7.8,584.0,5242.5,2913.25,1457.5
Masuo Inoue,7.8,1,7.8,584.0,5242.5,2913.25,1457.5
Luigi Mezzanotte,7.8,1,7.8,584.0,5242.5,2913.25,1457.5
Magdalena Montezuma,7.8,1,7.8,584.0,5242.5,2913.25,1457.5
Trevor Wright,7.8,1,7.8,584.0,5242.5,2913.25,1457.5
Harry Bruton,7.8,1,7.8,584.0,5242.5,2913.25,1457.5
Keiko Yokozawa,7.8,1,7.8,584.0,5242.5,2913.25,1457.5
George Kosturos,7.8,1,7.8,584.0,5242.5,2913.25,1457.5
Aleksandr Kaydanovskiy,7.8,1,7.8,584.0,5242.5,2913.25,1457.5
Alaina Capri,7.8,1,7.8,584.0,5242.5,2913.25,1457.5
Jiro Ono,7.8,1,7.8,584.0,5242.5,2913.25,1457.5
Ahmet Kural,7.8,1,7.8,584.0,5242.5,2913.25,1457.5
Garry Marshall,7.8,1,7.8,584.0,5242.5,2913.25,1457.5
Hannibal Buress,7.8,1,7.8,584.0,5242.5,2913.25,1457.5
Yosuke Asari,7.8,1,7.8,584.0,5242.5,2913.25,1457.5
Kwak Si-yang,7.8,1,7.8,584.0,5242.5,2913.25,1457.5
Kosti Klemelä,7.8,1,7.8,584.0,5242.5,2913.25,1457.5
Chiezo Kataoka,7.8,1,7.8,584.0,5242.5,2913.25,1457.5
Kyle McCulloch,7.8,1,7.8,584.0,5242.5,2913.25,1457.5
Jean Cocteau,7.8,1,7.8,584.0,5242.5,2913.25,1457.5
Jayam Ravi,7.8,1,7.8,584.0,5242.5,2913.25,1457.5
Marie Denarnaud,7.8,1,7.8,584.0,5242.5,2913.25,1457.5
J. J. Feild,7.8,1,7.8,584.0,5242.5,2913.25,1457.5
Cayden Boyd,7.8,1,7.8,584.0,5242.5,2913.25,1457.5
Keith Cooke,7.8,1,7.8,584.0,5242.5,2913.25,1457.5
Brahim Hadjadj,7.8,1,7.8,584.0,5242.5,2913.25,1457.5
Jung-hae Oh,7.8,1,7.8,584.0,5242.5,2913.25,1457.5
Hannelore Schroth,7.8,1,7.8,584.0,5242.5,2913.25,1457.5
Ken Adelman,7.8,1,7.8,584.0,5242.5,2913.25,1457.5
Li Bao-Tian,7.8,1,7.8,584.0,5242.5,2913.25,1457.5
Youn Yuh-jung,7.8,1,7.8,584.0,5242.5,2913.25,1457.5
Akemi Negishi,7.8,1,7.8,584.0,5242.5,2913.25,1457.5
Bruno Zanin,7.8,1,7.8,584.0,5242.5,2913.25,1457.5
Grant Munro,7.8,1,7.8,584.0,5242.5,2913.25,1457.5
Makhouredia Gueye,7.8,1,7.8,584.0,5242.5,2913.25,1457.5
Malú Chouza,7.8,1,7.8,584.0,5242.5,2913.25,1457.5
Mami Koyama,7.8,1,7.8,584.0,5242.5,2913.25,1457.5
Kateřina Irmanovová,7.8,1,7.8,584.0,5242.5,2913.25,1457.5
Jason Holliday,7.8,1,7.8,584.0,5242.5,2913.25,1457.5
Cees Geel,7.8,1,7.8,584.0,5242.5,2913.25,1457.5
Victor Rasuk,7.8,1,7.8,584.0,5242.5,2913.25,1457.5
Ji Chang-wook,7.8,1,7.8,584.0,5242.5,2913.25,1457.5
Vera Pap,7.8,1,7.8,584.0,5242.5,2913.25,1457.5
Tomoyo Oshima,7.8,1,7.8,584.0,5242.5,2913.25,1457.5
Bogdan Diklić,7.8,1,7.8,584.0,5242.5,2913.25,1457.5
Charles Lewis,7.8,1,7.8,584.0,5242.5,2913.25,1457.5
Kantarô Suga,7.8,1,7.8,584.0,5242.5,2913.25,1457.5
Wil Wheaton,7.8,1,7.8,584.0,5242.5,2913.25,1457.5
Janchiv Ayurzana,7.8,1,7.8,584.0,5242.5,2913.25,1457.5
Lucie Lucas,7.8,1,7.8,584.0,5242.5,2913.25,1457.5
Gigi Sammarchi,7.8,1,7.8,584.0,5242.5,2913.25,1457.5
Vijay Deverakonda,7.8,1,7.8,584.0,5242.5,2913.25,1457.5
Gaspar Galaz,7.8,1,7.8,584.0,5242.5,2913.25,1457.5
José Balmes,7.8,1,7.8,584.0,5242.5,2913.25,1457.5
Vincent Kartheiser,7.8,1,7.8,584.0,5242.5,2913.25,1457.5
Yuya Yagira,7.8,1,7.8,584.0,5242.5,2913.25,1457.5
James Dresnok,7.8,1,7.8,584.0,5242.5,2913.25,1457.5
Olivia de Havilland,6.32,10,63.2,5275.0,552.0,2913.5,1513.0
Jonah Hill,6.5249999999999995,4,26.099999999999998,4233.5,1601.5,2917.5,1515.0
Donald Sutherland,6.290909090909091,22,138.4,5681.0,154.0,2917.5,1515.0
Harry Dean Stanton,6.5249999999999995,4,26.099999999999998,4233.5,1601.5,2917.5,1515.0
Suriya ,6.3100000000000005,10,63.1,5287.0,553.5,2920.25,1517.0
Daniel Auteuil,6.27391304347826,23,144.29999999999998,5708.0,136.0,2922.0,1518.0
Montgomery Clift,6.3875,8,51.1,5136.5,711.5,2924.0,1519.5
Toni Collette,6.3875,8,51.1,5136.5,711.5,2924.0,1519.5
Ha Ji-won,6.699999999999999,3,20.099999999999998,3716.5,2133.0,2924.75,1521.0
Anthony Hopkins,6.24375,32,199.8,5796.0,55.0,2925.5,1522.0
Jane Fonda,6.28095238095238,21,131.89999999999998,5692.0,170.0,2931.0,1523.0
Paul Newman,6.202222222222225,45,279.10000000000014,5851.0,12.0,2931.5,1524.0
Evan Rachel Wood,6.375,8,51.0,5152.5,713.5,2933.0,1525.0
Nagarjuna Akkineni,6.666666666666667,3,20.0,3736.0,2138.5,2937.25,1529.0
Sachin Khedekar,6.666666666666667,3,20.0,3736.0,2138.5,2937.25,1529.0
Ron Moody,6.666666666666667,3,20.0,3736.0,2138.5,2937.25,1529.0
Joe Odagiri,6.666666666666667,3,20.0,3736.0,2138.5,2937.25,1529.0
Jean Seberg,6.666666666666667,3,20.0,3736.0,2138.5,2937.25,1529.0
Jamel Debbouze,6.666666666666667,3,20.0,3736.0,2138.5,2937.25,1529.0
Robert Hossein,6.666666666666667,3,20.0,3736.0,2138.5,2937.25,1529.0
Russell Crowe,6.271428571428572,21,131.70000000000002,5710.5,171.0,2940.75,1533.0
John Cusack,6.2176470588235295,34,211.4,5840.0,49.0,2944.5,1534.0
Heath Ledger,6.333333333333333,9,57.0,5253.5,638.5,2946.0,1535.5
Edmond O'Brien,6.333333333333333,9,57.0,5253.5,638.5,2946.0,1535.5
Paddy Considine,6.3625,8,50.9,5178.5,715.0,2946.75,1537.0
Wallace Shawn,6.9,2,13.8,2778.5,3125.5,2952.0,1548.5
Connor Jessup,6.9,2,13.8,2778.5,3125.5,2952.0,1548.5
Adèle Exarchopoulos,6.9,2,13.8,2778.5,3125.5,2952.0,1548.5
Glen Hansard,6.9,2,13.8,2778.5,3125.5,2952.0,1548.5
Tom Schilling,6.9,2,13.8,2778.5,3125.5,2952.0,1548.5
Dreya Weber,6.9,2,13.8,2778.5,3125.5,2952.0,1548.5
Bret McKenzie,6.9,2,13.8,2778.5,3125.5,2952.0,1548.5
Aurore Clément,6.9,2,13.8,2778.5,3125.5,2952.0,1548.5
Bel Powley,6.9,2,13.8,2778.5,3125.5,2952.0,1548.5
Özcan Deniz,6.9,2,13.8,2778.5,3125.5,2952.0,1548.5
Kumail Nanjiani,6.9,2,13.8,2778.5,3125.5,2952.0,1548.5
Jack Warner,6.9,2,13.8,2778.5,3125.5,2952.0,1548.5
Margarita Terekhova,6.9,2,13.8,2778.5,3125.5,2952.0,1548.5
Paul Bartel,6.9,2,13.8,2778.5,3125.5,2952.0,1548.5
Georgiy Vitsin,6.9,2,13.8,2778.5,3125.5,2952.0,1548.5
Federico Fellini,6.9,2,13.8,2778.5,3125.5,2952.0,1548.5
Michael Pollan,6.9,2,13.8,2778.5,3125.5,2952.0,1548.5
Lorenzo Music,6.9,2,13.8,2778.5,3125.5,2952.0,1548.5
Jay Brazeau,6.9,2,13.8,2778.5,3125.5,2952.0,1548.5
Tetsuya Kakihara,6.9,2,13.8,2778.5,3125.5,2952.0,1548.5
Peter Greene,6.9,2,13.8,2778.5,3125.5,2952.0,1548.5
Jerry Garcia,6.9,2,13.8,2778.5,3125.5,2952.0,1548.5
Stefano Accorsi,6.3500000000000005,8,50.800000000000004,5192.5,716.0,2954.25,1560.0
Colin Farrell,6.26,20,125.2,5732.5,188.0,2960.25,1561.0
Sami Bouajila,6.4799999999999995,5,32.4,4674.0,1254.5,2964.25,1563.5
Virginie Ledoyen,6.4799999999999995,5,32.4,4674.0,1254.5,2964.25,1563.5
Frank Langella,6.4799999999999995,5,32.4,4674.0,1254.5,2964.25,1563.5
Anjelica Huston,6.4799999999999995,5,32.4,4674.0,1254.5,2964.25,1563.5
Xavier Dolan,6.633333333333334,3,19.900000000000002,3791.0,2144.5,2967.75,1566.0
Idris Elba,6.300000000000001,9,56.7,5298.0,641.0,2969.5,1567.0
Peter Cushing,6.224,25,155.6,5832.0,113.0,2972.5,1568.0
Kodi Smit-McPhee,6.633333333333333,3,19.9,3796.0,2151.0,2973.5,1573.0
Kam Wu-seong,6.633333333333333,3,19.9,3796.0,2151.0,2973.5,1573.0
Silvio Berlusconi,6.633333333333333,3,19.9,3796.0,2151.0,2973.5,1573.0
Raúl Juliá,6.633333333333333,3,19.9,3796.0,2151.0,2973.5,1573.0
Madhuri Dixit,6.633333333333333,3,19.9,3796.0,2151.0,2973.5,1573.0
Adrienne Shelly,6.633333333333333,3,19.9,3796.0,2151.0,2973.5,1573.0
Park Joong-hoon,6.633333333333333,3,19.9,3796.0,2151.0,2973.5,1573.0
Adam Driver,6.633333333333333,3,19.9,3796.0,2151.0,2973.5,1573.0
Ewan McGregor,6.215384615384614,26,161.59999999999997,5844.0,103.0,2973.5,1573.0
Ulrich Thomsen,6.3999999999999995,7,44.8,5124.0,830.0,2977.0,1578.5
Cécile de France,6.3999999999999995,7,44.8,5124.0,830.0,2977.0,1578.5
George Segal,6.270588235294118,17,106.6,5714.0,245.5,2979.75,1580.0
Samantha Morton,6.399999999999999,7,44.79999999999999,5128.5,832.0,2980.25,1581.0
Mark Hamill,6.3375,8,50.7,5244.0,717.0,2980.5,1582.0
Richard Dreyfuss,6.2363636363636346,22,137.19999999999996,5803.0,159.0,2981.0,1583.0
Basil Rathbone,6.255555555555556,18,112.60000000000001,5741.0,227.0,2984.0,1584.0
Riz Ahmed,6.460000000000001,5,32.300000000000004,4712.0,1257.5,2984.75,1585.0
Chloë Grace Moretz,6.459999999999999,5,32.3,4714.5,1260.5,2987.5,1586.5
Abhay Deol,6.459999999999999,5,32.3,4714.5,1260.5,2987.5,1586.5
Julia Sweeney,6.6000000000000005,3,19.8,3821.0,2161.0,2991.0,1592.5
Jens Albinus,6.6000000000000005,3,19.8,3821.0,2161.0,2991.0,1592.5
Kelly Macdonald,6.6000000000000005,3,19.8,3821.0,2161.0,2991.0,1592.5
Ben Foster,6.6000000000000005,3,19.8,3821.0,2161.0,2991.0,1592.5
Ananda Everingham,6.6000000000000005,3,19.8,3821.0,2161.0,2991.0,1592.5
Imran Khan,6.6000000000000005,3,19.8,3821.0,2161.0,2991.0,1592.5
Freddie Bartholomew,6.6000000000000005,3,19.8,3821.0,2161.0,2991.0,1592.5
Yui Aragaki,6.6000000000000005,3,19.8,3821.0,2161.0,2991.0,1592.5
Sigourney Weaver,6.258823529411764,17,106.39999999999999,5734.0,248.0,2991.0,1592.5
José Coronado,6.6000000000000005,3,19.8,3821.0,2161.0,2991.0,1592.5
Michel Simon,6.325,8,50.6,5266.5,720.5,2993.5,1598.0
Rita Tushingham,6.371428571428572,7,44.6,5158.0,836.5,2997.25,1599.0
Jimmy Wang Yu,6.371428571428571,7,44.599999999999994,5159.0,838.5,2998.75,1600.0
Elizabeth Taylor,6.242105263157896,19,118.60000000000002,5798.0,204.0,3001.0,1601.0
Chow Yun-fat,6.2625,16,100.2,5730.5,275.5,3003.0,1602.0
Don Cheadle,6.3125,8,50.5,5285.5,722.5,3004.0,1603.5
Jason Patric,6.3125,8,50.5,5285.5,722.5,3004.0,1603.5
Glenn Close,6.25625,16,100.1,5738.0,277.0,3007.5,1605.0
Alan Bates,6.273333333333332,15,94.09999999999998,5709.0,308.0,3008.5,1606.0
Rachel McAdams,6.42,5,32.1,4787.0,1267.0,3027.0,1607.5
Virginia McKenna,6.42,5,32.1,4787.0,1267.0,3027.0,1607.5
Paul Richter,7.7,1,7.7,707.0,5356.5,3031.75,1660.0
Kazimierz Witkiewicz,7.7,1,7.7,707.0,5356.5,3031.75,1660.0
Yoshimi Ashikawa,7.7,1,7.7,707.0,5356.5,3031.75,1660.0
Sandrine Battistella,7.7,1,7.7,707.0,5356.5,3031.75,1660.0
Anthony Weiner,7.7,1,7.7,707.0,5356.5,3031.75,1660.0
Victor Moore,7.7,1,7.7,707.0,5356.5,3031.75,1660.0
Dhritiman Chatterjee,7.7,1,7.7,707.0,5356.5,3031.75,1660.0
Jessica Andrieu,7.7,1,7.7,707.0,5356.5,3031.75,1660.0
Paul Haggis,7.7,1,7.7,707.0,5356.5,3031.75,1660.0
Vesa Vierikko,7.7,1,7.7,707.0,5356.5,3031.75,1660.0
Buck Brannaman,7.7,1,7.7,707.0,5356.5,3031.75,1660.0
