actor2,vote_averages,no. of entries,sum of scores,Rank (Vote average),Rank (Sum),Average Rank,Final Ranking
Mary Gail Artz,4.2,1,4.2,18695.0,19341.0,19018.0,19290.0
Les Williams,4.2,1,4.2,18695.0,19341.0,19018.0,19290.0
Max Adler,4.2,1,4.2,18695.0,19341.0,19018.0,19290.0
Tony McCoy,4.2,1,4.2,18695.0,19341.0,19018.0,19290.0
Krista Bridges,4.2,1,4.2,18695.0,19341.0,19018.0,19290.0
John Hoy,4.2,1,4.2,18695.0,19341.0,19018.0,19290.0
Meilani Paul,4.2,1,4.2,18695.0,19341.0,19018.0,19290.0
Мишель Го,4.2,1,4.2,18695.0,19341.0,19018.0,19290.0
John Stanton,4.2,1,4.2,18695.0,19341.0,19018.0,19290.0
Liesel Kopp,4.2,1,4.2,18695.0,19341.0,19018.0,19290.0
Omar Gooding,4.2,1,4.2,18695.0,19341.0,19018.0,19290.0
Joel Bishop,4.2,1,4.2,18695.0,19341.0,19018.0,19290.0
Michael Sanville,4.2,1,4.2,18695.0,19341.0,19018.0,19290.0
Swisyzinna Moore,4.2,1,4.2,18695.0,19341.0,19018.0,19290.0
Matt Lanter,4.2,1,4.2,18695.0,19341.0,19018.0,19290.0
Michele Matheson,4.2,1,4.2,18695.0,19341.0,19018.0,19290.0
Alissa Koenig,4.2,1,4.2,18695.0,19341.0,19018.0,19290.0
Carson Aune,4.2,1,4.2,18695.0,19341.0,19018.0,19290.0
Nancy Shubert,4.2,1,4.2,18695.0,19341.0,19018.0,19290.0
Caroline Braekman,4.2,1,4.2,18695.0,19341.0,19018.0,19290.0
Chase Masterson,4.2,1,4.2,18695.0,19341.0,19018.0,19290.0
Nicole Forester,4.2,1,4.2,18695.0,19341.0,19018.0,19290.0
Tahmoh Penikett,4.2,1,4.2,18695.0,19341.0,19018.0,19290.0
Jody Thompson,4.2,1,4.2,18695.0,19341.0,19018.0,19290.0
Lynda Boyd,4.2,1,4.2,18695.0,19341.0,19018.0,19290.0
John D. LeMay,4.2,1,4.2,18695.0,19341.0,19018.0,19290.0
Baby Norman,4.2,1,4.2,18695.0,19341.0,19018.0,19290.0
Meegan Warner,4.2,1,4.2,18695.0,19341.0,19018.0,19290.0
Kal Weber,4.2,1,4.2,18695.0,19341.0,19018.0,19290.0
Kitty Aldridge,4.2,1,4.2,18695.0,19341.0,19018.0,19290.0
Mickey Hargitay,4.2,1,4.2,18695.0,19341.0,19018.0,19290.0
Wil Johnson,4.2,1,4.2,18695.0,19341.0,19018.0,19290.0
Mario Escalante,4.2,1,4.2,18695.0,19341.0,19018.0,19290.0
Kiana Tom,4.2,1,4.2,18695.0,19341.0,19018.0,19290.0
Jolene Blalock,4.2,1,4.2,18695.0,19341.0,19018.0,19290.0
Narain Chakraborty ,4.2,1,4.2,18695.0,19341.0,19018.0,19290.0
Christopher Mitchum,4.2,1,4.2,18695.0,19341.0,19018.0,19290.0
Tantoo Cardinal,4.2,1,4.2,18695.0,19341.0,19018.0,19290.0
Lyudmila Arzhannikova,4.2,1,4.2,18695.0,19341.0,19018.0,19290.0
Troy Ogletree,4.2,1,4.2,18695.0,19341.0,19018.0,19290.0
Maureen Teefy,4.2,1,4.2,18695.0,19341.0,19018.0,19290.0
Lauren Steventon,4.2,1,4.2,18695.0,19341.0,19018.0,19290.0
Adolf Wohlbrück,4.2,1,4.2,18695.0,19341.0,19018.0,19290.0
Todd Soley,4.2,1,4.2,18695.0,19341.0,19018.0,19290.0
Bhole Baba,4.2,1,4.2,18695.0,19341.0,19018.0,19290.0
Lisa Pelikan,4.2,1,4.2,18695.0,19341.0,19018.0,19290.0
Gianni Capaldi,4.2,1,4.2,18695.0,19341.0,19018.0,19290.0
Owen Conway,4.2,1,4.2,18695.0,19341.0,19018.0,19290.0
Hunter Tylo,4.2,1,4.2,18695.0,19341.0,19018.0,19290.0
Dustin Ybarra,4.2,1,4.2,18695.0,19341.0,19018.0,19290.0
Estelle Winwood,4.2,1,4.2,18695.0,19341.0,19018.0,19290.0
Darah Marshall,4.2,1,4.2,18695.0,19341.0,19018.0,19290.0
Dennis Chan,4.2,1,4.2,18695.0,19341.0,19018.0,19290.0
Fred Graham,4.2,1,4.2,18695.0,19341.0,19018.0,19290.0
Jason Horst,4.2,1,4.2,18695.0,19341.0,19018.0,19290.0
Felipe Castanhari,4.2,1,4.2,18695.0,19341.0,19018.0,19290.0
Paul Carr,4.2,1,4.2,18695.0,19341.0,19018.0,19290.0
Seri DeYoung,4.2,1,4.2,18695.0,19341.0,19018.0,19290.0
Shawna Waldron,4.2,1,4.2,18695.0,19341.0,19018.0,19290.0
Ryan Doom,4.2,1,4.2,18695.0,19341.0,19018.0,19290.0
Doug Haley,4.2,1,4.2,18695.0,19341.0,19018.0,19290.0
Heidi Toini,4.2,1,4.2,18695.0,19341.0,19018.0,19290.0
Shawn C. Phillips,4.2,1,4.2,18695.0,19341.0,19018.0,19290.0
Fiorella Mari,4.2,1,4.2,18695.0,19341.0,19018.0,19290.0
Dru-Anne Perry,4.2,1,4.2,18695.0,19341.0,19018.0,19290.0
Said Faraj,4.2,1,4.2,18695.0,19341.0,19018.0,19290.0
Rich McDonald,4.2,1,4.2,18695.0,19341.0,19018.0,19290.0
Greg Cromer,4.2,1,4.2,18695.0,19341.0,19018.0,19290.0
Rick Cordeiro,4.2,1,4.2,18695.0,19341.0,19018.0,19290.0
Jenny McShane,4.2,1,4.2,18695.0,19341.0,19018.0,19290.0
Philip Marlatt,4.2,1,4.2,18695.0,19341.0,19018.0,19290.0
Parry Glasspool,4.2,1,4.2,18695.0,19341.0,19018.0,19290.0
Erika Anderson,4.2,1,4.2,18695.0,19341.0,19018.0,19290.0
Sandy Andolong,4.2,1,4.2,18695.0,19341.0,19018.0,19290.0
Soren Fulton,4.2,1,4.2,18695.0,19341.0,19018.0,19290.0
Savannah Costello,4.2,1,4.2,18695.0,19341.0,19018.0,19290.0
Jack Derges,4.2,1,4.2,18695.0,19341.0,19018.0,19290.0
Patricia Heaton,4.2,1,4.2,18695.0,19341.0,19018.0,19290.0
Ingid Fischer,4.2,1,4.2,18695.0,19341.0,19018.0,19290.0
Samantha Cardona,4.2,1,4.2,18695.0,19341.0,19018.0,19290.0
Petra Schmidt-Schaller,4.2,1,4.2,18695.0,19341.0,19018.0,19290.0
Silvia Colloca,4.2,1,4.2,18695.0,19341.0,19018.0,19290.0
Pierson Fode,4.2,1,4.2,18695.0,19341.0,19018.0,19290.0
Jennifer Hoffman,4.2,1,4.2,18695.0,19341.0,19018.0,19290.0
Muhammad Ali,2.5,2,5.0,20552.5,17580.0,19066.25,19346.5
Lawrence Gray,2.5,2,5.0,20552.5,17580.0,19066.25,19346.5
Ursula Thiess,2.5,2,5.0,20552.5,17580.0,19066.25,19346.5
Emilio Gutiérrez Caba,2.5,2,5.0,20552.5,17580.0,19066.25,19346.5
Sachihiro Ohsawa,2.5,2,5.0,20552.5,17580.0,19066.25,19346.5
Ralph Forbes,2.5,2,5.0,20552.5,17580.0,19066.25,19346.5
Mikko Niskanen,2.5,2,5.0,20552.5,17580.0,19066.25,19346.5
Tuulikki Paananen,2.5,2,5.0,20552.5,17580.0,19066.25,19346.5
Lex Barker,2.5,2,5.0,20552.5,17580.0,19066.25,19346.5
Nick Mancuso,2.5,2,5.0,20552.5,17580.0,19066.25,19346.5
Alwara Höfels,2.5,2,5.0,20552.5,17580.0,19066.25,19346.5
Lois Wilson,2.5,2,5.0,20552.5,17580.0,19066.25,19346.5
Patricia Ellis,2.5,2,5.0,20552.5,17580.0,19066.25,19346.5
Oleg Borisov,2.5,2,5.0,20552.5,17580.0,19066.25,19346.5
Nancy Everhard,2.5,2,5.0,20552.5,17580.0,19066.25,19346.5
Gail Patrick,2.5,2,5.0,20552.5,17580.0,19066.25,19346.5
Rita Pavone,2.5,2,5.0,20552.5,17580.0,19066.25,19346.5
Nils Aréhn,2.5,2,5.0,20552.5,17580.0,19066.25,19346.5
Pascal Elbé,4.1,1,4.1,18842.0,19440.0,19141.0,19405.0
Deanna Brooks,4.1,1,4.1,18842.0,19440.0,19141.0,19405.0
Mirelly Taylor,4.1,1,4.1,18842.0,19440.0,19141.0,19405.0
Cristian Solimeno,4.1,1,4.1,18842.0,19440.0,19141.0,19405.0
DeForest Kelley,4.1,1,4.1,18842.0,19440.0,19141.0,19405.0
Nikita Ager,4.1,1,4.1,18842.0,19440.0,19141.0,19405.0
Tony Schiena,4.1,1,4.1,18842.0,19440.0,19141.0,19405.0
Brandon Anthony,4.1,1,4.1,18842.0,19440.0,19141.0,19405.0
Braeden Lemasters,4.1,1,4.1,18842.0,19440.0,19141.0,19405.0
Tony Anthony,4.1,1,4.1,18842.0,19440.0,19141.0,19405.0
Nikola Đuričko,4.1,1,4.1,18842.0,19440.0,19141.0,19405.0
Cindy Crawford,4.1,1,4.1,18842.0,19440.0,19141.0,19405.0
Eileen Dietz,4.1,1,4.1,18842.0,19440.0,19141.0,19405.0
Kenneth Craig,4.1,1,4.1,18842.0,19440.0,19141.0,19405.0
Kelly Curran,4.1,1,4.1,18842.0,19440.0,19141.0,19405.0
Tom Katsis,4.1,1,4.1,18842.0,19440.0,19141.0,19405.0
Jalal Merhi,4.1,1,4.1,18842.0,19440.0,19141.0,19405.0
Pavel Priluchniy,4.1,1,4.1,18842.0,19440.0,19141.0,19405.0
Cary-Hiroyuki Tagawa,4.1,1,4.1,18842.0,19440.0,19141.0,19405.0
Donna Dixon,4.1,1,4.1,18842.0,19440.0,19141.0,19405.0
Peggy Webber,4.1,1,4.1,18842.0,19440.0,19141.0,19405.0
Kamala Devi,4.1,1,4.1,18842.0,19440.0,19141.0,19405.0
Jan Fares,4.1,1,4.1,18842.0,19440.0,19141.0,19405.0
Douglas Cavanaugh,4.1,1,4.1,18842.0,19440.0,19141.0,19405.0
Dominic Gould,4.1,1,4.1,18842.0,19440.0,19141.0,19405.0
Douglas Kennedy,4.1,1,4.1,18842.0,19440.0,19141.0,19405.0
Thea Gill,4.1,1,4.1,18842.0,19440.0,19141.0,19405.0
Paul Cram,4.1,1,4.1,18842.0,19440.0,19141.0,19405.0
James Deen,4.1,1,4.1,18842.0,19440.0,19141.0,19405.0
Caitlin Dulany,4.1,1,4.1,18842.0,19440.0,19141.0,19405.0
Derek Farr,4.1,1,4.1,18842.0,19440.0,19141.0,19405.0
Tanya Clarke,4.1,1,4.1,18842.0,19440.0,19141.0,19405.0
Nick Blood,4.1,1,4.1,18842.0,19440.0,19141.0,19405.0
Donatella Hecht,4.1,1,4.1,18842.0,19440.0,19141.0,19405.0
Kathleen Kinmont,4.1,1,4.1,18842.0,19440.0,19141.0,19405.0
Julius Harris,4.1,1,4.1,18842.0,19440.0,19141.0,19405.0
Dani Filth,4.1,1,4.1,18842.0,19440.0,19141.0,19405.0
Ivan Massagué,4.1,1,4.1,18842.0,19440.0,19141.0,19405.0
Angelique Pettyjohn,4.1,1,4.1,18842.0,19440.0,19141.0,19405.0
Matthew Montgomery,4.1,1,4.1,18842.0,19440.0,19141.0,19405.0
Francesco Casale,4.1,1,4.1,18842.0,19440.0,19141.0,19405.0
Hazel Crowney,4.1,1,4.1,18842.0,19440.0,19141.0,19405.0
William Yang,4.1,1,4.1,18842.0,19440.0,19141.0,19405.0
Lois Moran,4.1,1,4.1,18842.0,19440.0,19141.0,19405.0
Happy Goldsplatt,4.1,1,4.1,18842.0,19440.0,19141.0,19405.0
Louise Baker,4.1,1,4.1,18842.0,19440.0,19141.0,19405.0
Ambroise Bia,4.1,1,4.1,18842.0,19440.0,19141.0,19405.0
Xue Zuren,4.1,1,4.1,18842.0,19440.0,19141.0,19405.0
Lucian McAfee,4.1,1,4.1,18842.0,19440.0,19141.0,19405.0
Félix Lajkó,4.1,1,4.1,18842.0,19440.0,19141.0,19405.0
Reynaldo Rosales,4.1,1,4.1,18842.0,19440.0,19141.0,19405.0
Yin Chang,4.1,1,4.1,18842.0,19440.0,19141.0,19405.0
Grant Bowler,4.1,1,4.1,18842.0,19440.0,19141.0,19405.0
Maddisen K. Krown,4.1,1,4.1,18842.0,19440.0,19141.0,19405.0
Madeline Merrit,4.1,1,4.1,18842.0,19440.0,19141.0,19405.0
Robert Tweten,4.1,1,4.1,18842.0,19440.0,19141.0,19405.0
Aleksandr Karpov,4.1,1,4.1,18842.0,19440.0,19141.0,19405.0
Maksim Sukhanov,4.1,1,4.1,18842.0,19440.0,19141.0,19405.0
Yvan Le Bolloc'h,4.1,1,4.1,18842.0,19440.0,19141.0,19405.0
Stephanie Niznik,4.1,1,4.1,18842.0,19440.0,19141.0,19405.0
Yvette Vickers,4.1,1,4.1,18842.0,19440.0,19141.0,19405.0
Marc Donato,4.1,1,4.1,18842.0,19440.0,19141.0,19405.0
Richy Müller,4.1,1,4.1,18842.0,19440.0,19141.0,19405.0
Robert Deveau,4.1,1,4.1,18842.0,19440.0,19141.0,19405.0
Gino Turini,4.1,1,4.1,18842.0,19440.0,19141.0,19405.0
Maria Menounos,4.1,1,4.1,18842.0,19440.0,19141.0,19405.0
Maria Pechukas,4.1,1,4.1,18842.0,19440.0,19141.0,19405.0
Ray Sullivan,4.1,1,4.1,18842.0,19440.0,19141.0,19405.0
Elizabeth Friedman,4.1,1,4.1,18842.0,19440.0,19141.0,19405.0
Wendell Burton,4.1,1,4.1,18842.0,19440.0,19141.0,19405.0
Fatemeh Cherag Akhar,4.1,1,4.1,18842.0,19440.0,19141.0,19405.0
Biagio Izzo,4.1,1,4.1,18842.0,19440.0,19141.0,19405.0
Ulrich Matthes,4.1,1,4.1,18842.0,19440.0,19141.0,19405.0
Kostas Apostolakis,4.1,1,4.1,18842.0,19440.0,19141.0,19405.0
Michel-René Labelle,4.1,1,4.1,18842.0,19440.0,19141.0,19405.0
Joey Fatone,4.1,1,4.1,18842.0,19440.0,19141.0,19405.0
Polly Shannon,4.1,1,4.1,18842.0,19440.0,19141.0,19405.0
Pollyanna Rose,4.1,1,4.1,18842.0,19440.0,19141.0,19405.0
Micheal Catalano,4.1,1,4.1,18842.0,19440.0,19141.0,19405.0
Eric Lutes,4.1,1,4.1,18842.0,19440.0,19141.0,19405.0
Vera Ralston,4.1,1,4.1,18842.0,19440.0,19141.0,19405.0
Michael McLafferty,4.1,1,4.1,18842.0,19440.0,19141.0,19405.0
Péter Scherer,4.1,1,4.1,18842.0,19440.0,19141.0,19405.0
Hélène Zimmer,4.1,1,4.1,18842.0,19440.0,19141.0,19405.0
Letizia Ciampa,4.1,1,4.1,18842.0,19440.0,19141.0,19405.0
Ophélie Winter,4.1,1,4.1,18842.0,19440.0,19141.0,19405.0
Horace B. Carpenter,4.1,1,4.1,18842.0,19440.0,19141.0,19405.0
Vyjayanthimala,4.1,1,4.1,18842.0,19440.0,19141.0,19405.0
Anthony Batarse,4.1,1,4.1,18842.0,19440.0,19141.0,19405.0
Meg Barrick,4.1,1,4.1,18842.0,19440.0,19141.0,19405.0
Megan Edwards,4.1,1,4.1,18842.0,19440.0,19141.0,19405.0
Fabrizio Biggio,4.1,1,4.1,18842.0,19440.0,19141.0,19405.0
Laurel Casillo,4.1,1,4.1,18842.0,19440.0,19141.0,19405.0
Emily Boresow,4.1,1,4.1,18842.0,19440.0,19141.0,19405.0
Ryan Paevey,4.1,1,4.1,18842.0,19440.0,19141.0,19405.0
Eva Longoria,4.1,1,4.1,18842.0,19440.0,19141.0,19405.0
Lee Reyes,4.1,1,4.1,18842.0,19440.0,19141.0,19405.0
Vinessa Shaw,4.1,1,4.1,18842.0,19440.0,19141.0,19405.0
Viva Bianca,4.1,1,4.1,18842.0,19440.0,19141.0,19405.0
Pertti Sveholm,1.6666666666666667,3,5.0,20804.0,17580.0,19192.0,19456.0
Una Merkel,1.6666666666666667,3,5.0,20804.0,17580.0,19192.0,19456.0
Hideko Takamine,1.6666666666666667,3,5.0,20804.0,17580.0,19192.0,19456.0
Jean Byron,2.45,2,4.9,20595.0,18077.5,19336.25,19459.0
Faran Tahir,2.45,2,4.9,20595.0,18077.5,19336.25,19459.0
Jonathan Brandis,2.45,2,4.9,20595.0,18077.5,19336.25,19459.0
Kath Soucie,4.0,1,4.0,19092.0,19642.0,19367.0,19608.0
Adriana Louvier,4.0,1,4.0,19092.0,19642.0,19367.0,19608.0
Johnny Downs,4.0,1,4.0,19092.0,19642.0,19367.0,19608.0
L.B. Fisher,4.0,1,4.0,19092.0,19642.0,19367.0,19608.0
Sam Qualiana,4.0,1,4.0,19092.0,19642.0,19367.0,19608.0
Capone Lee,4.0,1,4.0,19092.0,19642.0,19367.0,19608.0
Tonantzin Carmelo,4.0,1,4.0,19092.0,19642.0,19367.0,19608.0
Ricky Tomlinson,4.0,1,4.0,19092.0,19642.0,19367.0,19608.0
Pat Priest,4.0,1,4.0,19092.0,19642.0,19367.0,19608.0
Sky Nicole Grey,4.0,1,4.0,19092.0,19642.0,19367.0,19608.0
Harry Giese,4.0,1,4.0,19092.0,19642.0,19367.0,19608.0
Szabolcs Hajdu,4.0,1,4.0,19092.0,19642.0,19367.0,19608.0
Gaby André,4.0,1,4.0,19092.0,19642.0,19367.0,19608.0
Doug Swander,4.0,1,4.0,19092.0,19642.0,19367.0,19608.0
Vera Renolds,4.0,1,4.0,19092.0,19642.0,19367.0,19608.0
Sam McMurray,4.0,1,4.0,19092.0,19642.0,19367.0,19608.0
Douglas Ivan,4.0,1,4.0,19092.0,19642.0,19367.0,19608.0
Michael Mando,4.0,1,4.0,19092.0,19642.0,19367.0,19608.0
Diana Lorys,4.0,1,4.0,19092.0,19642.0,19367.0,19608.0
Jeanie Tse,4.0,1,4.0,19092.0,19642.0,19367.0,19608.0
Martin Gilbert,4.0,1,4.0,19092.0,19642.0,19367.0,19608.0
Dee Hennigan,4.0,1,4.0,19092.0,19642.0,19367.0,19608.0
Ed Lauter,4.0,1,4.0,19092.0,19642.0,19367.0,19608.0
Rick Fox,4.0,1,4.0,19092.0,19642.0,19367.0,19608.0
Jean-Jacques Rausin,4.0,1,4.0,19092.0,19642.0,19367.0,19608.0
Samantha Colburn,4.0,1,4.0,19092.0,19642.0,19367.0,19608.0
Ordynbek Moldakhan,4.0,1,4.0,19092.0,19642.0,19367.0,19608.0
Patricia Laffan,4.0,1,4.0,19092.0,19642.0,19367.0,19608.0
Jean-Marie Durand,4.0,1,4.0,19092.0,19642.0,19367.0,19608.0
Amber Savva,4.0,1,4.0,19092.0,19642.0,19367.0,19608.0
Khatra Ould Abder Kader,4.0,1,4.0,19092.0,19642.0,19367.0,19608.0
Patrik Hont,4.0,1,4.0,19092.0,19642.0,19367.0,19608.0
Brock Harris,4.0,1,4.0,19092.0,19642.0,19367.0,19608.0
Patricia Granada,4.0,1,4.0,19092.0,19642.0,19367.0,19608.0
Deeba Begum,4.0,1,4.0,19092.0,19642.0,19367.0,19608.0
Vasyl Virastyuk,4.0,1,4.0,19092.0,19642.0,19367.0,19608.0
Amanda Leighton,4.0,1,4.0,19092.0,19642.0,19367.0,19608.0
Moritz von Zeddelmann,4.0,1,4.0,19092.0,19642.0,19367.0,19608.0
Andrew Pastides,4.0,1,4.0,19092.0,19642.0,19367.0,19608.0
Sofía Gala,4.0,1,4.0,19092.0,19642.0,19367.0,19608.0
Laura Aris Alvarez,4.0,1,4.0,19092.0,19642.0,19367.0,19608.0
Mrinal Kulkarni,4.0,1,4.0,19092.0,19642.0,19367.0,19608.0
Lisa Thornhill,4.0,1,4.0,19092.0,19642.0,19367.0,19608.0
Laura Devon,4.0,1,4.0,19092.0,19642.0,19367.0,19608.0
Trevor Cooper,4.0,1,4.0,19092.0,19642.0,19367.0,19608.0
Alberto Casqueiro,4.0,1,4.0,19092.0,19642.0,19367.0,19608.0
Jeff Stearns,4.0,1,4.0,19092.0,19642.0,19367.0,19608.0
Pierre de Guingand,4.0,1,4.0,19092.0,19642.0,19367.0,19608.0
Rory Finn,4.0,1,4.0,19092.0,19642.0,19367.0,19608.0
Sven-Ole Thorsen,4.0,1,4.0,19092.0,19642.0,19367.0,19608.0
Laura Leighton,4.0,1,4.0,19092.0,19642.0,19367.0,19608.0
Lucille Norman,4.0,1,4.0,19092.0,19642.0,19367.0,19608.0
Nat DeWolf,4.0,1,4.0,19092.0,19642.0,19367.0,19608.0
Nikolay Machulskiy,4.0,1,4.0,19092.0,19642.0,19367.0,19608.0
Alberta Vaughn,4.0,1,4.0,19092.0,19642.0,19367.0,19608.0
Aurora Cossio,4.0,1,4.0,19092.0,19642.0,19367.0,19608.0
Aurélie Meriel,4.0,1,4.0,19092.0,19642.0,19367.0,19608.0
Brittany Bass,4.0,1,4.0,19092.0,19642.0,19367.0,19608.0
David Opatoshu,4.0,1,4.0,19092.0,19642.0,19367.0,19608.0
Livia Millhagen,4.0,1,4.0,19092.0,19642.0,19367.0,19608.0
Elika Portnoy,4.0,1,4.0,19092.0,19642.0,19367.0,19608.0
Lyubov Tolkalina,4.0,1,4.0,19092.0,19642.0,19367.0,19608.0
David Muyllaert,4.0,1,4.0,19092.0,19642.0,19367.0,19608.0
Jaason Simmons,4.0,1,4.0,19092.0,19642.0,19367.0,19608.0
Richard Gesswein,4.0,1,4.0,19092.0,19642.0,19367.0,19608.0
Eoin Macken,4.0,1,4.0,19092.0,19642.0,19367.0,19608.0
John Smihula,4.0,1,4.0,19092.0,19642.0,19367.0,19608.0
Amanda Cerny,4.0,1,4.0,19092.0,19642.0,19367.0,19608.0
Ed Quinn,4.0,1,4.0,19092.0,19642.0,19367.0,19608.0
Tomer Russo,4.0,1,4.0,19092.0,19642.0,19367.0,19608.0
Clarence Handyside,4.0,1,4.0,19092.0,19642.0,19367.0,19608.0
Blythe Metz,4.0,1,4.0,19092.0,19642.0,19367.0,19608.0
Sofya Skya,4.0,1,4.0,19092.0,19642.0,19367.0,19608.0
Ida Nowakowska,4.0,1,4.0,19092.0,19642.0,19367.0,19608.0
Stark Raven,4.0,1,4.0,19092.0,19642.0,19367.0,19608.0
Jess Lee Brooks,4.0,1,4.0,19092.0,19642.0,19367.0,19608.0
Liza D'Agostino,4.0,1,4.0,19092.0,19642.0,19367.0,19608.0
Barbara Weeks,4.0,1,4.0,19092.0,19642.0,19367.0,19608.0
Klara Landrat,4.0,1,4.0,19092.0,19642.0,19367.0,19608.0
Staci Lawrence,4.0,1,4.0,19092.0,19642.0,19367.0,19608.0
George Bancroft,4.0,1,4.0,19092.0,19642.0,19367.0,19608.0
Frankie Ray,4.0,1,4.0,19092.0,19642.0,19367.0,19608.0
Paul Manza,4.0,1,4.0,19092.0,19642.0,19367.0,19608.0
Robin Phillips,4.0,1,4.0,19092.0,19642.0,19367.0,19608.0
Joan Gale,4.0,1,4.0,19092.0,19642.0,19367.0,19608.0
Tallay Wickham,4.0,1,4.0,19092.0,19642.0,19367.0,19608.0
Peter Ellenstein,4.0,1,4.0,19092.0,19642.0,19367.0,19608.0
Debora Caprioglio,4.0,1,4.0,19092.0,19642.0,19367.0,19608.0
Debi A. Monahan,4.0,1,4.0,19092.0,19642.0,19367.0,19608.0
James Carroll Pickett	,4.0,1,4.0,19092.0,19642.0,19367.0,19608.0
Monica Bell,4.0,1,4.0,19092.0,19642.0,19367.0,19608.0
Debrah Farentino,4.0,1,4.0,19092.0,19642.0,19367.0,19608.0
Sara Stewart,4.0,1,4.0,19092.0,19642.0,19367.0,19608.0
Robin Pearson Rose,4.0,1,4.0,19092.0,19642.0,19367.0,19608.0
Lynda Carter,4.0,1,4.0,19092.0,19642.0,19367.0,19608.0
Steven Kent Browne,4.0,1,4.0,19092.0,19642.0,19367.0,19608.0
Matheus Nachtergaele,4.0,1,4.0,19092.0,19642.0,19367.0,19608.0
Dylan Sprouse,4.0,1,4.0,19092.0,19642.0,19367.0,19608.0
Patrick Ryan Anderson,4.0,1,4.0,19092.0,19642.0,19367.0,19608.0
Jorge Becerra,4.0,1,4.0,19092.0,19642.0,19367.0,19608.0
Chris Ritter,4.0,1,4.0,19092.0,19642.0,19367.0,19608.0
Piers Lewis,4.0,1,4.0,19092.0,19642.0,19367.0,19608.0
Joy Page,4.0,1,4.0,19092.0,19642.0,19367.0,19608.0
Lou Perryman,4.0,1,4.0,19092.0,19642.0,19367.0,19608.0
Anastasiya Bezborodova,4.0,1,4.0,19092.0,19642.0,19367.0,19608.0
Michèle Laroque,4.0,1,4.0,19092.0,19642.0,19367.0,19608.0
Jarma Lewis,4.0,1,4.0,19092.0,19642.0,19367.0,19608.0
Ajay Naidu,4.0,1,4.0,19092.0,19642.0,19367.0,19608.0
Isaac Hayes,4.0,1,4.0,19092.0,19642.0,19367.0,19608.0
Molnár Piroska,4.0,1,4.0,19092.0,19642.0,19367.0,19608.0
Tom Jackson,4.0,1,4.0,19092.0,19642.0,19367.0,19608.0
Robin Lundberg,4.0,1,4.0,19092.0,19642.0,19367.0,19608.0
Amy Wehrell,4.0,1,4.0,19092.0,19642.0,19367.0,19608.0
Christiane Hörbiger,4.0,1,4.0,19092.0,19642.0,19367.0,19608.0
Ben Hiura,4.0,1,4.0,19092.0,19642.0,19367.0,19608.0
Dusty Burwell,4.0,1,4.0,19092.0,19642.0,19367.0,19608.0
Charles Maxwell,4.0,1,4.0,19092.0,19642.0,19367.0,19608.0
Samuel Berkowitz,4.0,1,4.0,19092.0,19642.0,19367.0,19608.0
Calogero Caruana,4.0,1,4.0,19092.0,19642.0,19367.0,19608.0
Bill McKibben,4.0,1,4.0,19092.0,19642.0,19367.0,19608.0
Regina Russell Banali,4.0,1,4.0,19092.0,19642.0,19367.0,19608.0
Christopher Irvine,4.0,1,4.0,19092.0,19642.0,19367.0,19608.0
Ron O'Neal,4.0,1,4.0,19092.0,19642.0,19367.0,19608.0
Emma Rayne Lyle,4.0,1,4.0,19092.0,19642.0,19367.0,19608.0
Frank Harper,4.0,1,4.0,19092.0,19642.0,19367.0,19608.0
India Eisley,4.0,1,4.0,19092.0,19642.0,19367.0,19608.0
Elizabeth Foxx,4.0,1,4.0,19092.0,19642.0,19367.0,19608.0
Simona Borioni,4.0,1,4.0,19092.0,19642.0,19367.0,19608.0
Enzo Bottesini,4.0,1,4.0,19092.0,19642.0,19367.0,19608.0
Jon Carlo,4.0,1,4.0,19092.0,19642.0,19367.0,19608.0
Samantha Lester,4.0,1,4.0,19092.0,19642.0,19367.0,19608.0
Karina Andolenko,4.0,1,4.0,19092.0,19642.0,19367.0,19608.0
Stephanie Patton,4.0,1,4.0,19092.0,19642.0,19367.0,19608.0
Steve McCoy,4.0,1,4.0,19092.0,19642.0,19367.0,19608.0
Juan Pablo Shuk,4.0,1,4.0,19092.0,19642.0,19367.0,19608.0
Patrick John Flueger,4.0,1,4.0,19092.0,19642.0,19367.0,19608.0
Winna Winfried,4.0,1,4.0,19092.0,19642.0,19367.0,19608.0
Charles Sindelar,4.0,1,4.0,19092.0,19642.0,19367.0,19608.0
Sandra McCabe,4.0,1,4.0,19092.0,19642.0,19367.0,19608.0
Christine Adams,4.0,1,4.0,19092.0,19642.0,19367.0,19608.0
Ron Bliss,4.0,1,4.0,19092.0,19642.0,19367.0,19608.0
Ivan Krivoruchko,4.0,1,4.0,19092.0,19642.0,19367.0,19608.0
Chris Kauffmann,4.0,1,4.0,19092.0,19642.0,19367.0,19608.0
Christine Chen,4.0,1,4.0,19092.0,19642.0,19367.0,19608.0
Daisy Eagan,4.0,1,4.0,19092.0,19642.0,19367.0,19608.0
Malisa Longo,4.0,1,4.0,19092.0,19642.0,19367.0,19608.0
Irena Billing,4.0,1,4.0,19092.0,19642.0,19367.0,19608.0
Juan Pablo Castaneda,4.0,1,4.0,19092.0,19642.0,19367.0,19608.0
Mike Callie,4.0,1,4.0,19092.0,19642.0,19367.0,19608.0
Daniel Letterle,4.0,1,4.0,19092.0,19642.0,19367.0,19608.0
